ingredient_name,ingredient_id,nafdac_url,page_scraped,ingredient_name_clean,is_combination,component_count,components
Clobetasol; Miconazole; Gentamicin,1119,https://greenbook.nafdac.gov.ng/ingredient/products/1119,11,Clobetasol; Miconazole; Gentamicin,True,3,Clobetasol | Miconazole | Gentamicin
Clobetasol; Miconazole; Neomycin,1118,https://greenbook.nafdac.gov.ng/ingredient/products/1118,11,Clobetasol; Miconazole; Neomycin,True,3,Clobetasol | Miconazole | Neomycin
Clobetasol; Nystatin; Neomycin (Neomycin Sulfate),1281,https://greenbook.nafdac.gov.ng/ingredient/products/1281,11,Clobetasol; Nystatin; Neomycin (Neomycin Sulfate),True,3,Clobetasol | Nystatin | Neomycin
Clobetasone; Miconazole; Gentamicin,869,https://greenbook.nafdac.gov.ng/ingredient/products/869,11,Clobetasone; Miconazole; Gentamicin,True,3,Clobetasone | Miconazole | Gentamicin
Clofazimine,498,https://greenbook.nafdac.gov.ng/ingredient/products/498,11,Clofazimine,False,1,Clofazimine
Clofibrate,301,https://greenbook.nafdac.gov.ng/ingredient/products/301,11,Clofibrate,False,1,Clofibrate
Clomifene Citrate,656,https://greenbook.nafdac.gov.ng/ingredient/products/656,11,Clomifene Citrate,False,1,Clomifene
Clomipramine Hydrochloride,28,https://greenbook.nafdac.gov.ng/ingredient/products/28,11,Clomipramine Hydrochloride,False,1,Clomipramine
Clonazepam,1458,https://greenbook.nafdac.gov.ng/ingredient/products/1458,11,Clonazepam,False,1,Clonazepam
Clonidine,1457,https://greenbook.nafdac.gov.ng/ingredient/products/1457,11,Clonidine,False,1,Clonidine
Clopidogrel (Clopidogrel Bisulfate),296,https://greenbook.nafdac.gov.ng/ingredient/products/296,11,Clopidogrel (Clopidogrel Bisulfate),False,1,Clopidogrel
Clopidogrel Bisulphate; Aspirin,1950,https://greenbook.nafdac.gov.ng/ingredient/products/1950,11,Clopidogrel Bisulphate; Aspirin,True,2,Clopidogrel Bisulphate | Aspirin
Clopidogrel; Acetylsalicylic acid,297,https://greenbook.nafdac.gov.ng/ingredient/products/297,11,Clopidogrel; Acetylsalicylic acid,True,2,Clopidogrel | Acetylsalicylic acid
"Clostridium Butyricum; Bifidobacterium powder, live.",2200,https://greenbook.nafdac.gov.ng/ingredient/products/2200,11,"Clostridium Butyricum; Bifidobacterium powder, live.",True,3,Clostridium Butyricum | Bifidobacterium powder | live.
Clotrimazole,669,https://greenbook.nafdac.gov.ng/ingredient/products/669,11,Clotrimazole,False,1,Clotrimazole
"Clotrimazole, Betamethasone Dipropionate, Neomycin Sulphate",2213,https://greenbook.nafdac.gov.ng/ingredient/products/2213,11,"Clotrimazole, Betamethasone Dipropionate, Neomycin Sulphate",True,3,Clotrimazole | Betamethasone Dipropionate | Neomycin Sulphate
"Clotrimazole;  Menthol, Ichthammol , Boric Acid, Zinc Oxide",1664,https://greenbook.nafdac.gov.ng/ingredient/products/1664,11,"Clotrimazole; Menthol, Ichthammol, Boric Acid, Zinc Oxide",True,5,Clotrimazole | Menthol | Ichthammol | Boric Acid | Zinc Oxide
Clotrimazole; Clobetasol Propionate,2295,https://greenbook.nafdac.gov.ng/ingredient/products/2295,11,Clotrimazole; Clobetasol Propionate,True,2,Clotrimazole | Clobetasol Propionate
Clotrimazole; Clobetasol; Neomycin,1649,https://greenbook.nafdac.gov.ng/ingredient/products/1649,11,Clotrimazole; Clobetasol; Neomycin,True,3,Clotrimazole | Clobetasol | Neomycin
Clotrimazole; Gentamicin,1156,https://greenbook.nafdac.gov.ng/ingredient/products/1156,11,Clotrimazole; Gentamicin,True,2,Clotrimazole | Gentamicin
Clotrimazole; Ichthammol,1111,https://greenbook.nafdac.gov.ng/ingredient/products/1111,11,Clotrimazole; Ichthammol,True,2,Clotrimazole | Ichthammol
Clotrimazole; Ichthammol,2272,https://greenbook.nafdac.gov.ng/ingredient/products/2272,11,Clotrimazole; Ichthammol,True,2,Clotrimazole | Ichthammol
Clotrimazole; Neomycin,1422,https://greenbook.nafdac.gov.ng/ingredient/products/1422,11,Clotrimazole; Neomycin,True,2,Clotrimazole | Neomycin
Clotrimazole; Neomycin Sulphate; Bethamethasone Dipropionate,2271,https://greenbook.nafdac.gov.ng/ingredient/products/2271,11,Clotrimazole; Neomycin Sulphate; Bethamethasone Dipropionate,True,3,Clotrimazole | Neomycin Sulphate | Bethamethasone Dipropionate
Cloxacillin,429,https://greenbook.nafdac.gov.ng/ingredient/products/429,11,Cloxacillin,False,1,Cloxacillin
Clozapine,11,https://greenbook.nafdac.gov.ng/ingredient/products/11,11,Clozapine,False,1,Clozapine
Co-Amoxiclav,2188,https://greenbook.nafdac.gov.ng/ingredient/products/2188,11,Co-Amoxiclav,False,1,Co-Amoxiclav
Coagulation factor IX,1319,https://greenbook.nafdac.gov.ng/ingredient/products/1319,11,Coagulation factor IX,False,1,Coagulation factor IX
Coagulation factor VIIa,2066,https://greenbook.nafdac.gov.ng/ingredient/products/2066,11,Coagulation factor VIIa,False,1,Coagulation factor VIIa
Coagulation factor VIII,1318,https://greenbook.nafdac.gov.ng/ingredient/products/1318,11,Coagulation factor VIII,False,1,Coagulation factor VIII
Coal tar,891,https://greenbook.nafdac.gov.ng/ingredient/products/891,11,Coal tar,False,1,Coal tar
Cod Liver Oil,2286,https://greenbook.nafdac.gov.ng/ingredient/products/2286,11,Cod Liver Oil,False,1,Cod Liver Oil
Cod Liver Oil,349,https://greenbook.nafdac.gov.ng/ingredient/products/349,11,Cod Liver Oil,False,1,Cod Liver Oil
Cod liver oil; Aloe vera,1219,https://greenbook.nafdac.gov.ng/ingredient/products/1219,11,Cod liver oil; Aloe vera,True,2,Cod liver oil | Aloe vera
Cod liver oil; DHA; EPA; Vit A; Vit D; Vit E; Vit B1; Vit B2; Vit B3; Vit B6; Vit C; Pantothenic acid,1452,https://greenbook.nafdac.gov.ng/ingredient/products/1452,11,Cod liver oil; DHA; EPA; Vit A; Vit D; Vit E; Vit B1; Vit B2; Vit B3; Vit B6; Vit C; Pantothenic acid,True,12,Cod liver oil | DHA | EPA | Vit A | Vit D | Vit E | Vit B1 | Vit B2 | Vit B3 | Vit B6 | Vit C | Pantothenic acid
Cod liver oil; Vit B1; Vit B2; Vit B6; Nicotinamide,1437,https://greenbook.nafdac.gov.ng/ingredient/products/1437,11,Cod liver oil; Vit B1; Vit B2; Vit B6; Nicotinamide,True,5,Cod liver oil | Vit B1 | Vit B2 | Vit B6 | Nicotinamide
Cod Liver Oil; Vit B1; Vit B2; Vit B6; Nicotinamide; Aloe Vera,2060,https://greenbook.nafdac.gov.ng/ingredient/products/2060,11,Cod Liver Oil; Vit B1; Vit B2; Vit B6; Nicotinamide; Aloe Vera,True,6,Cod Liver Oil | Vit B1 | Vit B2 | Vit B6 | Nicotinamide | Aloe Vera
Codeine Phosphate,50,https://greenbook.nafdac.gov.ng/ingredient/products/50,11,Codeine Phosphate,False,1,Codeine
Codeine Phosphate; Paracetamol; Caffeine,66,https://greenbook.nafdac.gov.ng/ingredient/products/66,11,Codeine Phosphate; Paracetamol; Caffeine,True,3,Codeine | Paracetamol | Caffeine
Codeine Phosphate; Paracetamol; Caffeine; Doxylamine,1188,https://greenbook.nafdac.gov.ng/ingredient/products/1188,11,Codeine Phosphate; Paracetamol; Caffeine; Doxylamine,True,4,Codeine | Paracetamol | Caffeine | Doxylamine
Codeine sulfate,1534,https://greenbook.nafdac.gov.ng/ingredient/products/1534,11,Codeine sulfate,False,1,Codeine
Colchicine,101,https://greenbook.nafdac.gov.ng/ingredient/products/101,11,Colchicine,False,1,Colchicine
Colecalciferol,348,https://greenbook.nafdac.gov.ng/ingredient/products/348,11,Colecalciferol,False,1,Colecalciferol
Colestyramine,1527,https://greenbook.nafdac.gov.ng/ingredient/products/1527,11,Colestyramine,False,1,Colestyramine
Colistin sulfate; Oxytetracycline HCl; Vitamins,1935,https://greenbook.nafdac.gov.ng/ingredient/products/1935,11,Colistin sulfate; Oxytetracycline HCl; Vitamins,True,3,Colistin | Oxytetracycline | Vitamins
Colocynthis Citrullus; Citrus aurantifolia; Curculigo pilos; Nicotiana tabacum; Adenopus breviflorus,1886,https://greenbook.nafdac.gov.ng/ingredient/products/1886,11,Colocynthis Citrullus; Citrus aurantifolia; Curculigo pilos; Nicotiana tabacum; Adenopus breviflorus,True,5,Colocynthis Citrullus | Citrus aurantifolia | Curculigo pilos | Nicotiana tabacum | Adenopus breviflorus
Combined Avian infectious bursal (gumboro) disease and Avian herpes virus (Marek's disease) vaccine,2202,https://greenbook.nafdac.gov.ng/ingredient/products/2202,12,Combined Avian infectious bursal (gumboro) disease and Avian herpes virus (Marek's disease) vaccine,False,1,Combined Avian infectious bursal  disease and Avian herpes virus  vaccine
"Combined live canine distemper virus, live canine adenovirus, live canine parainfluenza virus, live canine parvovirus and inactivated leptospira vaccine",2241,https://greenbook.nafdac.gov.ng/ingredient/products/2241,12,"Combined live canine distemper virus, live canine adenovirus, live canine parainfluenza virus, live canine parvovirus and inactivated leptospira vaccine",True,4,Combined live canine distemper virus | live canine adenovirus | live canine parainfluenza virus | live canine parvovirus and inactivated leptospira vaccine
"Combined Newcastle disease and Avian infectious bronchitis vaccine, Inactivated",2227,https://greenbook.nafdac.gov.ng/ingredient/products/2227,12,"Combined Newcastle disease and Avian infectious bronchitis vaccine, Inactivated",True,2,Combined Newcastle disease and Avian infectious bronchitis vaccine | Inactivated
"Combined Newcastle disease and Avian infectious bronchitis vaccine, Live",1787,https://greenbook.nafdac.gov.ng/ingredient/products/1787,12,"Combined Newcastle disease and Avian infectious bronchitis vaccine, Live",True,2,Combined Newcastle disease and Avian infectious bronchitis vaccine | Live
"Combined Newcastle disease and Avian influenza vaccine, Inactivated",2232,https://greenbook.nafdac.gov.ng/ingredient/products/2232,12,"Combined Newcastle disease and Avian influenza vaccine, Inactivated",True,2,Combined Newcastle disease and Avian influenza vaccine | Inactivated
"Combined Newcastle disease and Egg drop syndrome (Adenovirus) vaccine, Inactivated",1941,https://greenbook.nafdac.gov.ng/ingredient/products/1941,12,"Combined Newcastle disease and Egg drop syndrome (Adenovirus) vaccine, Inactivated",True,2,Combined Newcastle disease and Egg drop syndrome  vaccine | Inactivated
"Combined Newcastle disease and Infectious bursal (gumboro) disease vaccine, Inactivated",1866,https://greenbook.nafdac.gov.ng/ingredient/products/1866,12,"Combined Newcastle disease and Infectious bursal (gumboro) disease vaccine, Inactivated",True,2,Combined Newcastle disease and Infectious bursal  disease vaccine | Inactivated
"Combined Newcastle disease, Avian infectious bronchitis and Egg drop syndrome (Adenovirus) vaccine, Inactivated",2228,https://greenbook.nafdac.gov.ng/ingredient/products/2228,12,"Combined Newcastle disease, Avian infectious bronchitis and Egg drop syndrome (Adenovirus) vaccine, Inactivated",True,3,Combined Newcastle disease | Avian infectious bronchitis and Egg drop syndrome  vaccine | Inactivated
"Combined Newcastle disease, Avian infectious bronchitis, and Infectious bursal (gumboro) disease vaccine, Inactivated",2239,https://greenbook.nafdac.gov.ng/ingredient/products/2239,12,"Combined Newcastle disease, Avian infectious bronchitis, and Infectious bursal (gumboro) disease vaccine, Inactivated",True,4,Combined Newcastle disease | Avian infectious bronchitis | and Infectious bursal  disease vaccine | Inactivated
"Combined Newcastle disease, Avian infectious bronchitis, Egg drop syndrome (Adenovirus) and Infectious bursal (gumboro) disease vaccine, Inactivated",2235,https://greenbook.nafdac.gov.ng/ingredient/products/2235,12,"Combined Newcastle disease, Avian infectious bronchitis, Egg drop syndrome (Adenovirus) and Infectious bursal (gumboro) disease vaccine, Inactivated",True,4,Combined Newcastle disease | Avian infectious bronchitis | Egg drop syndrome  and Infectious bursal  disease vaccine | Inactivated
"Combined Newcastle disease, Avian infectious bronchitis, Egg drop syndrome (Adenovirus) and Mycoplasma gallisepticum vaccine, Inactivated",2234,https://greenbook.nafdac.gov.ng/ingredient/products/2234,12,"Combined Newcastle disease, Avian infectious bronchitis, Egg drop syndrome (Adenovirus) and Mycoplasma gallisepticum vaccine, Inactivated",True,4,Combined Newcastle disease | Avian infectious bronchitis | Egg drop syndrome  and Mycoplasma gallisepticum vaccine | Inactivated
"Combined Newcastle disease, Avian infectious bronchitis, Infectious bursal disease (gumboro disease), and Avian Reovirus disease vaccine, Inactivated",2240,https://greenbook.nafdac.gov.ng/ingredient/products/2240,12,"Combined Newcastle disease, Avian infectious bronchitis, Infectious bursal disease (gumboro disease), and Avian Reovirus disease vaccine, Inactivated",True,5,Combined Newcastle disease | Avian infectious bronchitis | Infectious bursal disease | and Avian Reovirus disease vaccine | Inactivated
Concentrate Solution,2156,https://greenbook.nafdac.gov.ng/ingredient/products/2156,12,Concentrate Solution,False,1,Concentrate Solution
Condoms,691,https://greenbook.nafdac.gov.ng/ingredient/products/691,12,Condoms,False,1,Condoms
Conjugated estrogens,1252,https://greenbook.nafdac.gov.ng/ingredient/products/1252,12,Conjugated estrogens,False,1,Conjugated estrogens
Control Solution,2164,https://greenbook.nafdac.gov.ng/ingredient/products/2164,12,Control Solution,False,1,Control Solution
Copper intrauterine devices,689,https://greenbook.nafdac.gov.ng/ingredient/products/689,12,Copper intrauterine devices,False,1,Copper intrauterine devices
Cotrimoxazole,1889,https://greenbook.nafdac.gov.ng/ingredient/products/1889,12,Cotrimoxazole,False,1,Cotrimoxazole
Cotton Wool,2108,https://greenbook.nafdac.gov.ng/ingredient/products/2108,12,Cotton Wool,False,1,Cotton Wool
COVID-19 Test,2011,https://greenbook.nafdac.gov.ng/ingredient/products/2011,12,COVID-19 Test,False,1,COVID-19 Test
COVID-19 Vaccine,1755,https://greenbook.nafdac.gov.ng/ingredient/products/1755,12,COVID-19 Vaccine,False,1,COVID-19 Vaccine
Crotamiton,860,https://greenbook.nafdac.gov.ng/ingredient/products/860,12,Crotamiton,False,1,Crotamiton
Crystal Violet,1715,https://greenbook.nafdac.gov.ng/ingredient/products/1715,12,Crystal Violet,False,1,Crystal Violet
Crystalline Penicillin,1721,https://greenbook.nafdac.gov.ng/ingredient/products/1721,12,Crystalline Penicillin,False,1,Crystalline Penicillin
Crystalline Sorbitol; Sodium Citrate; Sodium Lauryl Sulfoacetate,1918,https://greenbook.nafdac.gov.ng/ingredient/products/1918,12,Crystalline Sorbitol; Sodium Citrate; Sodium Lauryl Sulfoacetate,True,3,Crystalline Sorbitol | Lauryl Sulfoacetate
Cyanocobalamin,311,https://greenbook.nafdac.gov.ng/ingredient/products/311,12,Cyanocobalamin,False,1,Cyanocobalamin
Cyclizine,1490,https://greenbook.nafdac.gov.ng/ingredient/products/1490,12,Cyclizine,False,1,Cyclizine
Cyclopentolate Hydrochloride,1160,https://greenbook.nafdac.gov.ng/ingredient/products/1160,12,Cyclopentolate Hydrochloride,False,1,Cyclopentolate
Cyclophosphamide,710,https://greenbook.nafdac.gov.ng/ingredient/products/710,12,Cyclophosphamide,False,1,Cyclophosphamide
Cycloserine,1621,https://greenbook.nafdac.gov.ng/ingredient/products/1621,12,Cycloserine,False,1,Cycloserine
"Cyproheptadine ,Lysine Hydrochloride,Proteolyzed Liver Extract",2331,https://greenbook.nafdac.gov.ng/ingredient/products/2331,12,"Cyproheptadine, Lysine Hydrochloride, Proteolyzed Liver Extract",True,3,Cyproheptadine | Lysine | Proteolyzed Liver Extract
Cyproheptadine HCl; Vit B1; Vit B2; vit B6; Vit B12; Nicotinamide; L-Lysine,1885,https://greenbook.nafdac.gov.ng/ingredient/products/1885,12,Cyproheptadine HCl; Vit B1; Vit B2; vit B6; Vit B12; Nicotinamide; L-Lysine,True,7,Cyproheptadine | Vit B1 | Vit B2 | vit B6 | Vit B12 | Nicotinamide | L-Lysine
Cyproheptadine HCl; Vit B1; Vit B2; vit B6; Vit B12; Nicotinamide; L-Lysine; Glycine,1823,https://greenbook.nafdac.gov.ng/ingredient/products/1823,12,Cyproheptadine HCl; Vit B1; Vit B2; vit B6; Vit B12; Nicotinamide; L-Lysine; Glycine,True,8,Cyproheptadine | Vit B1 | Vit B2 | vit B6 | Vit B12 | Nicotinamide | L-Lysine | Glycine
Cyproheptadine Hydrochloride,414,https://greenbook.nafdac.gov.ng/ingredient/products/414,12,Cyproheptadine Hydrochloride,False,1,Cyproheptadine
Cyproheptadine Hydrochloride; L-Lysine,1570,https://greenbook.nafdac.gov.ng/ingredient/products/1570,12,Cyproheptadine Hydrochloride; L-Lysine,True,2,Cyproheptadine | L-Lysine
Cyproheptadine Hydrochloride; Lysine Hydrochloride; Vit B1; Vit B2; Vit B6; Vit B12; Nicotinamide; Dexpanthenol,1592,https://greenbook.nafdac.gov.ng/ingredient/products/1592,12,Cyproheptadine Hydrochloride; Lysine Hydrochloride; Vit B1; Vit B2; Vit B6; Vit B12; Nicotinamide; Dexpanthenol,True,8,Cyproheptadine | Lysine | Vit B1 | Vit B2 | Vit B6 | Vit B12 | Nicotinamide | Dexpanthenol
Cyproheptadine Hydrochloride; Peptone; Lysine Hydrochloride,1013,https://greenbook.nafdac.gov.ng/ingredient/products/1013,12,Cyproheptadine Hydrochloride; Peptone; Lysine Hydrochloride,True,3,Cyproheptadine | Peptone | Lysine
Cyproheptadine Hydrochloride; Vit A; Vit D; Vit B1; Vit B2; Vit B12; Nicotinamide; Dexpanthenol,1593,https://greenbook.nafdac.gov.ng/ingredient/products/1593,12,Cyproheptadine Hydrochloride; Vit A; Vit D; Vit B1; Vit B2; Vit B12; Nicotinamide; Dexpanthenol,True,8,Cyproheptadine | Vit A | Vit D | Vit B1 | Vit B2 | Vit B12 | Nicotinamide | Dexpanthenol
Cyproheptadine Hydrochloride; Vitamin B1; Vitamin B2; Vitamin B6; Vitamin B12,1656,https://greenbook.nafdac.gov.ng/ingredient/products/1656,12,Cyproheptadine Hydrochloride; Vitamin B1; Vitamin B2; Vitamin B6; Vitamin B12,True,5,Cyproheptadine | Vitamin B1 | Vitamin B2 | Vitamin B6 | Vitamin B12
Cyproheptadine; Lysine; Vit B1; Vit B2; Vit B6; Vit B12; Nicotinamide; Dexpanthenol,1432,https://greenbook.nafdac.gov.ng/ingredient/products/1432,12,Cyproheptadine; Lysine; Vit B1; Vit B2; Vit B6; Vit B12; Nicotinamide; Dexpanthenol,True,8,Cyproheptadine | Lysine | Vit B1 | Vit B2 | Vit B6 | Vit B12 | Nicotinamide | Dexpanthenol
Cyproheptadine; Lysine; Vit B1; Vit B6; Nicotinamide; Dexpanthenol,1566,https://greenbook.nafdac.gov.ng/ingredient/products/1566,12,Cyproheptadine; Lysine; Vit B1; Vit B6; Nicotinamide; Dexpanthenol,True,6,Cyproheptadine | Lysine | Vit B1 | Vit B6 | Nicotinamide | Dexpanthenol
Cyproheptadine; Vitamins,368,https://greenbook.nafdac.gov.ng/ingredient/products/368,12,Cyproheptadine; Vitamins,True,2,Cyproheptadine | Vitamins
Cytarabine,716,https://greenbook.nafdac.gov.ng/ingredient/products/716,12,Cytarabine,False,1,Cytarabine
Cytidine; Uridine,1520,https://greenbook.nafdac.gov.ng/ingredient/products/1520,12,Cytidine; Uridine,True,2,Cytidine | Uridine
Dabigatran,1487,https://greenbook.nafdac.gov.ng/ingredient/products/1487,12,Dabigatran,False,1,Dabigatran
Dabigatran Etexilate,2185,https://greenbook.nafdac.gov.ng/ingredient/products/2185,12,Dabigatran Etexilate,False,1,Dabigatran Etexilate
Dacarbazine,728,https://greenbook.nafdac.gov.ng/ingredient/products/728,12,Dacarbazine,False,1,Dacarbazine
Daclatasvir (Daclatasvir Dihydrochloride),1352,https://greenbook.nafdac.gov.ng/ingredient/products/1352,12,Daclatasvir (Daclatasvir Dihydrochloride),False,1,Daclatasvir
Dactinomycin,712,https://greenbook.nafdac.gov.ng/ingredient/products/712,12,Dactinomycin,False,1,Dactinomycin
Dalteparin,332,https://greenbook.nafdac.gov.ng/ingredient/products/332,12,Dalteparin,False,1,Dalteparin
Danazol,664,https://greenbook.nafdac.gov.ng/ingredient/products/664,13,Danazol,False,1,Danazol
Dapagliflozin,2319,https://greenbook.nafdac.gov.ng/ingredient/products/2319,13,Dapagliflozin,False,1,Dapagliflozin
Dapagliflozin (Dapagliflozin Propanediol Monohydrate),1603,https://greenbook.nafdac.gov.ng/ingredient/products/1603,13,Dapagliflozin (Dapagliflozin Propanediol Monohydrate),False,1,Dapagliflozin
Dapagliflozin; Metformin Hydrochloride,1815,https://greenbook.nafdac.gov.ng/ingredient/products/1815,13,Dapagliflozin; Metformin Hydrochloride,True,2,Dapagliflozin | Metformin
