ingredient_name,ingredient_id,nafdac_url,page_scraped,ingredient_name_clean,is_combination,component_count,components
Paracetamol,1529,https://greenbook.nafdac.gov.ng/ingredient/products/1529,32,Paracetamol,False,1,Paracetamol
"Paracetamol , Caffeine, Pseudoephedrine HCL; Chlorpheniramine Maleate",2074,https://greenbook.nafdac.gov.ng/ingredient/products/2074,32,"Paracetamol, Caffeine, Pseudoephedrine HCL; Chlorpheniramine Maleate",True,4,Paracetamol | Caffeine | Pseudoephedrine | Chlorpheniramine
Paracetamol; Caffeine,983,https://greenbook.nafdac.gov.ng/ingredient/products/983,32,Paracetamol; Caffeine,True,2,Paracetamol | Caffeine
Paracetamol; Caffeine; Chlorphenamine Maleate,1163,https://greenbook.nafdac.gov.ng/ingredient/products/1163,32,Paracetamol; Caffeine; Chlorphenamine Maleate,True,3,Paracetamol | Caffeine | Chlorphenamine
Paracetamol; Caffeine; Phenylephrine Hydrochloride,1157,https://greenbook.nafdac.gov.ng/ingredient/products/1157,32,Paracetamol; Caffeine; Phenylephrine Hydrochloride,True,3,Paracetamol | Caffeine | Phenylephrine
Paracetamol; Caffeine; Phenylephrine; Chlorphenamine,1024,https://greenbook.nafdac.gov.ng/ingredient/products/1024,32,Paracetamol; Caffeine; Phenylephrine; Chlorphenamine,True,4,Paracetamol | Caffeine | Phenylephrine | Chlorphenamine
Paracetamol; Caffeine; Phenylephrine; Chlorphenamine; Ascorbic acid,1025,https://greenbook.nafdac.gov.ng/ingredient/products/1025,32,Paracetamol; Caffeine; Phenylephrine; Chlorphenamine; Ascorbic acid,True,5,Paracetamol | Caffeine | Phenylephrine | Chlorphenamine | Ascorbic acid
Paracetamol; Caffeine; Phenylephrine; Dextromethorphan,1366,https://greenbook.nafdac.gov.ng/ingredient/products/1366,32,Paracetamol; Caffeine; Phenylephrine; Dextromethorphan,True,4,Paracetamol | Caffeine | Phenylephrine | Dextromethorphan
Paracetamol; Caffeine; Phenylephrine; Pheniramine,1026,https://greenbook.nafdac.gov.ng/ingredient/products/1026,32,Paracetamol; Caffeine; Phenylephrine; Pheniramine,True,4,Paracetamol | Caffeine | Phenylephrine | Pheniramine
Paracetamol; Caffeine; Pseudoephedrine Hydrochloride; Chlorphenamine Maleate,1029,https://greenbook.nafdac.gov.ng/ingredient/products/1029,32,Paracetamol; Caffeine; Pseudoephedrine Hydrochloride; Chlorphenamine Maleate,True,4,Paracetamol | Caffeine | Pseudoephedrine | Chlorphenamine
Paracetamol; Cetirizine (Cetirizine Hydrochloride),1028,https://greenbook.nafdac.gov.ng/ingredient/products/1028,32,Paracetamol; Cetirizine (Cetirizine Hydrochloride),True,2,Paracetamol | Cetirizine
Paracetamol; Chlorphenamine Maleate,75,https://greenbook.nafdac.gov.ng/ingredient/products/75,32,Paracetamol; Chlorphenamine Maleate,True,2,Paracetamol | Chlorphenamine
Paracetamol; Chlorphenamine Maleate; Ammonium Chloride; Sodium Citrate,1042,https://greenbook.nafdac.gov.ng/ingredient/products/1042,32,Paracetamol; Chlorphenamine Maleate; Ammonium Chloride; Sodium Citrate,True,4,Paracetamol | Chlorphenamine | Ammonium Chloride
Paracetamol; Chlorphenamine Maleate; Ascorbic Acid,1021,https://greenbook.nafdac.gov.ng/ingredient/products/1021,32,Paracetamol; Chlorphenamine Maleate; Ascorbic Acid,True,3,Paracetamol | Chlorphenamine | Ascorbic Acid
Paracetamol; Chlorphenamine Maleate; Dill water,985,https://greenbook.nafdac.gov.ng/ingredient/products/985,32,Paracetamol; Chlorphenamine Maleate; Dill water,True,3,Paracetamol | Chlorphenamine | Dill water
Paracetamol; Compound Oil Tincture,1410,https://greenbook.nafdac.gov.ng/ingredient/products/1410,32,Paracetamol; Compound Oil Tincture,True,2,Paracetamol | Compound Oil Tincture
Paracetamol; Diphenhydramine HCl,49,https://greenbook.nafdac.gov.ng/ingredient/products/49,32,Paracetamol; Diphenhydramine HCl,True,2,Paracetamol | Diphenhydramine
Paracetamol; Diphenhydramine HCl; Dill water,986,https://greenbook.nafdac.gov.ng/ingredient/products/986,32,Paracetamol; Diphenhydramine HCl; Dill water,True,3,Paracetamol | Diphenhydramine | Dill water
Paracetamol; Doxylamine; Dextromethorphan,1040,https://greenbook.nafdac.gov.ng/ingredient/products/1040,32,Paracetamol; Doxylamine; Dextromethorphan,True,3,Paracetamol | Doxylamine | Dextromethorphan
Paracetamol; Ephedrine; Chlorphenamine,1289,https://greenbook.nafdac.gov.ng/ingredient/products/1289,32,Paracetamol; Ephedrine; Chlorphenamine,True,3,Paracetamol | Ephedrine | Chlorphenamine
Paracetamol; Guaranine,1365,https://greenbook.nafdac.gov.ng/ingredient/products/1365,32,Paracetamol; Guaranine,True,2,Paracetamol | Guaranine
Paracetamol; Ibuprofen; Caffeine,2254,https://greenbook.nafdac.gov.ng/ingredient/products/2254,32,Paracetamol; Ibuprofen; Caffeine,True,3,Paracetamol | Ibuprofen | Caffeine
Paracetamol; Lignocaine Hrdrochloride,1964,https://greenbook.nafdac.gov.ng/ingredient/products/1964,32,Paracetamol; Lignocaine Hrdrochloride,True,2,Paracetamol | Lignocaine Hrdrochloride
Paracetamol; Loratadine; Dextromethorphan,1039,https://greenbook.nafdac.gov.ng/ingredient/products/1039,32,Paracetamol; Loratadine; Dextromethorphan,True,3,Paracetamol | Loratadine | Dextromethorphan
Paracetamol; Oxomemazine; Guaifenesin; Sodium benzoate,1358,https://greenbook.nafdac.gov.ng/ingredient/products/1358,32,Paracetamol; Oxomemazine; Guaifenesin; Sodium benzoate,True,4,Paracetamol | Oxomemazine | Guaifenesin | benzoate
Paracetamol; Phenylephrine; Chlorphenamine,1022,https://greenbook.nafdac.gov.ng/ingredient/products/1022,32,Paracetamol; Phenylephrine; Chlorphenamine,True,3,Paracetamol | Phenylephrine | Chlorphenamine
Paracetamol; Phenylephrine; Chlorphenamine; Menthol,1237,https://greenbook.nafdac.gov.ng/ingredient/products/1237,32,Paracetamol; Phenylephrine; Chlorphenamine; Menthol,True,4,Paracetamol | Phenylephrine | Chlorphenamine | Menthol
Paracetamol; Phenylephrine; Dextromethorphan,1027,https://greenbook.nafdac.gov.ng/ingredient/products/1027,33,Paracetamol; Phenylephrine; Dextromethorphan,True,3,Paracetamol | Phenylephrine | Dextromethorphan
Paracetamol; Phenylephrine; Dextromethorphan; Doxylamine,1155,https://greenbook.nafdac.gov.ng/ingredient/products/1155,33,Paracetamol; Phenylephrine; Dextromethorphan; Doxylamine,True,4,Paracetamol | Phenylephrine | Dextromethorphan | Doxylamine
Paracetamol; Phenylephrine; Diphenhydramine HCl,1204,https://greenbook.nafdac.gov.ng/ingredient/products/1204,33,Paracetamol; Phenylephrine; Diphenhydramine HCl,True,3,Paracetamol | Phenylephrine | Diphenhydramine
Paracetamol; Promethazine,1239,https://greenbook.nafdac.gov.ng/ingredient/products/1239,33,Paracetamol; Promethazine,True,2,Paracetamol | Promethazine
Paracetamol; Propyphenazone; Caffeine,1390,https://greenbook.nafdac.gov.ng/ingredient/products/1390,33,Paracetamol; Propyphenazone; Caffeine,True,3,Paracetamol | Propyphenazone | Caffeine
Paracetamol; Pseudoephedrine Hydrochloride; Chlorphenamine Maleate,1034,https://greenbook.nafdac.gov.ng/ingredient/products/1034,33,Paracetamol; Pseudoephedrine Hydrochloride; Chlorphenamine Maleate,True,3,Paracetamol | Pseudoephedrine | Chlorphenamine
Paracetamol; Pseudoephedrine Hydrochloride; Chlorphenamine Maleate; Ammonium Chloride,1030,https://greenbook.nafdac.gov.ng/ingredient/products/1030,33,Paracetamol; Pseudoephedrine Hydrochloride; Chlorphenamine Maleate; Ammonium Chloride,True,4,Paracetamol | Pseudoephedrine | Chlorphenamine | Ammonium Chloride
Paracetamol; Pseudoephedrine Hydrochloride; Chlorphenamine Maleate; Dextromethorphan,1031,https://greenbook.nafdac.gov.ng/ingredient/products/1031,33,Paracetamol; Pseudoephedrine Hydrochloride; Chlorphenamine Maleate; Dextromethorphan,True,4,Paracetamol | Pseudoephedrine | Chlorphenamine | Dextromethorphan
Paracetamol; Pseudoephedrine Hydrochloride; Dextromethorphan,1032,https://greenbook.nafdac.gov.ng/ingredient/products/1032,33,Paracetamol; Pseudoephedrine Hydrochloride; Dextromethorphan,True,3,Paracetamol | Pseudoephedrine | Dextromethorphan
Paracetamol; Pseudoephedrine Hydrochloride; Diphenhydramine Hydrochloride,1599,https://greenbook.nafdac.gov.ng/ingredient/products/1599,33,Paracetamol; Pseudoephedrine Hydrochloride; Diphenhydramine Hydrochloride,True,3,Paracetamol | Pseudoephedrine | Diphenhydramine
Paracetamol; Pseudoephedrine Hydrochloride; Triprolidine,1036,https://greenbook.nafdac.gov.ng/ingredient/products/1036,33,Paracetamol; Pseudoephedrine Hydrochloride; Triprolidine,True,3,Paracetamol | Pseudoephedrine | Triprolidine
Paradichlorobenzene; Benzocaine; Chlorobutanol; Turpentine Oil,1418,https://greenbook.nafdac.gov.ng/ingredient/products/1418,33,Paradichlorobenzene; Benzocaine; Chlorobutanol; Turpentine Oil,True,4,Paradichlorobenzene | Benzocaine | Chlorobutanol | Turpentine Oil
Paraldehyde,38,https://greenbook.nafdac.gov.ng/ingredient/products/38,33,Paraldehyde,False,1,Paraldehyde
Paromomycin,562,https://greenbook.nafdac.gov.ng/ingredient/products/562,33,Paromomycin,False,1,Paromomycin
Paroxetine (Paroxetine Hydrochloride),23,https://greenbook.nafdac.gov.ng/ingredient/products/23,33,Paroxetine (Paroxetine Hydrochloride),False,1,Paroxetine
Pasireotide,1202,https://greenbook.nafdac.gov.ng/ingredient/products/1202,33,Pasireotide,False,1,Pasireotide
Pefloxacin,468,https://greenbook.nafdac.gov.ng/ingredient/products/468,33,Pefloxacin,False,1,Pefloxacin
Peginterferon alfa-2a,1325,https://greenbook.nafdac.gov.ng/ingredient/products/1325,33,Peginterferon alfa-2a,False,1,Peginterferon alfa-2a
Peginterferon alfa-2b,1470,https://greenbook.nafdac.gov.ng/ingredient/products/1470,33,Peginterferon alfa-2b,False,1,Peginterferon alfa-2b
Pen Needles,2141,https://greenbook.nafdac.gov.ng/ingredient/products/2141,33,Pen Needles,False,1,Pen Needles
Pending,1528,https://greenbook.nafdac.gov.ng/ingredient/products/1528,33,Pending,False,1,Pending
Penicillamine,97,https://greenbook.nafdac.gov.ng/ingredient/products/97,33,Penicillamine,False,1,Penicillamine
Penicillin,1722,https://greenbook.nafdac.gov.ng/ingredient/products/1722,33,Penicillin,False,1,Penicillin
Penicillin Potassium,1712,https://greenbook.nafdac.gov.ng/ingredient/products/1712,33,Penicillin Potassium,False,1,Penicillin
Pentagastrin,970,https://greenbook.nafdac.gov.ng/ingredient/products/970,33,Pentagastrin,False,1,Pentagastrin
Pentamidine,563,https://greenbook.nafdac.gov.ng/ingredient/products/563,33,Pentamidine,False,1,Pentamidine
Pentazocine,2187,https://greenbook.nafdac.gov.ng/ingredient/products/2187,33,Pentazocine,False,1,Pentazocine
Pentazocine (Pentazocine Lactate),54,https://greenbook.nafdac.gov.ng/ingredient/products/54,33,Pentazocine (Pentazocine Lactate),False,1,Pentazocine
Perindopril Arginine,252,https://greenbook.nafdac.gov.ng/ingredient/products/252,33,Perindopril Arginine,False,1,Perindopril Arginine
Perindopril Arginine; Indapamide,254,https://greenbook.nafdac.gov.ng/ingredient/products/254,33,Perindopril Arginine; Indapamide,True,2,Perindopril Arginine | Indapamide
Permethrin,861,https://greenbook.nafdac.gov.ng/ingredient/products/861,33,Permethrin,False,1,Permethrin
Personal Lubricant,1991,https://greenbook.nafdac.gov.ng/ingredient/products/1991,33,Personal Lubricant,False,1,Personal Lubricant
Pertuzumab,1326,https://greenbook.nafdac.gov.ng/ingredient/products/1326,33,Pertuzumab,False,1,Pertuzumab
Pertuzumab; Trastuzumab,1772,https://greenbook.nafdac.gov.ng/ingredient/products/1772,33,Pertuzumab; Trastuzumab,True,2,Pertuzumab | Trastuzumab
Pethidine,55,https://greenbook.nafdac.gov.ng/ingredient/products/55,33,Pethidine,False,1,Pethidine
Phenazone; Lidocaine,1208,https://greenbook.nafdac.gov.ng/ingredient/products/1208,33,Phenazone; Lidocaine,True,2,Phenazone | Lidocaine
Phenobarbital,39,https://greenbook.nafdac.gov.ng/ingredient/products/39,33,Phenobarbital,False,1,Phenobarbital
PHENOBARBITONE SODIUM,2325,https://greenbook.nafdac.gov.ng/ingredient/products/2325,33,PHENOBARBITONE SODIUM,False,1,PHENOBARBITONE
Phenol,1725,https://greenbook.nafdac.gov.ng/ingredient/products/1725,33,Phenol,False,1,Phenol
Phenol; Halogenated phenols,1403,https://greenbook.nafdac.gov.ng/ingredient/products/1403,33,Phenol; Halogenated phenols,True,2,Phenol | Halogenated phenols
Phenoxymethylpenicillin (Phenoxymethylpenicillin Potassium),431,https://greenbook.nafdac.gov.ng/ingredient/products/431,33,Phenoxymethylpenicillin (Phenoxymethylpenicillin Potassium),False,1,Phenoxymethylpenicillin
Phenylephrine Hydrochloride,784,https://greenbook.nafdac.gov.ng/ingredient/products/784,33,Phenylephrine Hydrochloride,False,1,Phenylephrine
Phenylephrine Hydrochloride; Chlorphenamine Maleate,1023,https://greenbook.nafdac.gov.ng/ingredient/products/1023,33,Phenylephrine Hydrochloride; Chlorphenamine Maleate,True,2,Phenylephrine | Chlorphenamine
Phenylephrine; Chlorphenamine; Dextromethorphan,1037,https://greenbook.nafdac.gov.ng/ingredient/products/1037,33,Phenylephrine; Chlorphenamine; Dextromethorphan,True,3,Phenylephrine | Chlorphenamine | Dextromethorphan
Phenylephrine; Chlorphenamine; Dextromethorphan; Guaifenesin,1044,https://greenbook.nafdac.gov.ng/ingredient/products/1044,33,Phenylephrine; Chlorphenamine; Dextromethorphan; Guaifenesin,True,4,Phenylephrine | Chlorphenamine | Dextromethorphan | Guaifenesin
Phenylephrine; Chlorphenamine; Dextromethorphan; Menthol,1368,https://greenbook.nafdac.gov.ng/ingredient/products/1368,33,Phenylephrine; Chlorphenamine; Dextromethorphan; Menthol,True,4,Phenylephrine | Chlorphenamine | Dextromethorphan | Menthol
Phenytoin,40,https://greenbook.nafdac.gov.ng/ingredient/products/40,33,Phenytoin,False,1,Phenytoin
Phenytoin Sodium,2035,https://greenbook.nafdac.gov.ng/ingredient/products/2035,33,Phenytoin Sodium,False,1,Phenytoin
Phloroglucinol,188,https://greenbook.nafdac.gov.ng/ingredient/products/188,33,Phloroglucinol,False,1,Phloroglucinol
Phthalylsulfathiazole,489,https://greenbook.nafdac.gov.ng/ingredient/products/489,33,Phthalylsulfathiazole,False,1,Phthalylsulfathiazole
Phytomenadione,336,https://greenbook.nafdac.gov.ng/ingredient/products/336,34,Phytomenadione,False,1,Phytomenadione
Pilocarpine,785,https://greenbook.nafdac.gov.ng/ingredient/products/785,34,Pilocarpine,False,1,Pilocarpine
Pilocarpine Hydrochloride; Benzalkonium,2033,https://greenbook.nafdac.gov.ng/ingredient/products/2033,34,Pilocarpine Hydrochloride; Benzalkonium,True,2,Pilocarpine | Benzalkonium
Pimozide,15,https://greenbook.nafdac.gov.ng/ingredient/products/15,34,Pimozide,False,1,Pimozide
Pioglitazone (Pioglitazone Hydrochloride),629,https://greenbook.nafdac.gov.ng/ingredient/products/629,34,Pioglitazone (Pioglitazone Hydrochloride),False,1,Pioglitazone
Pioglitazone (Pioglitazone Hydrochloride); Glimepiride,630,https://greenbook.nafdac.gov.ng/ingredient/products/630,34,Pioglitazone (Pioglitazone Hydrochloride); Glimepiride,True,2,Pioglitazone | Glimepiride
Piperacillin (Piperacillin Sodium); Tazobactam (Tazobactam Sodium),432,https://greenbook.nafdac.gov.ng/ingredient/products/432,34,Piperacillin (Piperacillin Sodium); Tazobactam (Tazobactam Sodium),True,2,Piperacillin | Tazobactam
Piperazine,575,https://greenbook.nafdac.gov.ng/ingredient/products/575,34,Piperazine,False,1,Piperazine
Pirfenidone,1316,https://greenbook.nafdac.gov.ng/ingredient/products/1316,34,Pirfenidone,False,1,Pirfenidone
Pirfenidone; Diallyl disulfide oxide,1317,https://greenbook.nafdac.gov.ng/ingredient/products/1317,34,Pirfenidone; Diallyl disulfide oxide,True,2,Pirfenidone | Diallyl disulfide oxide
Piroxicam,91,https://greenbook.nafdac.gov.ng/ingredient/products/91,34,Piroxicam,False,1,Piroxicam
Piroxicam; Menthol; Camphor,1181,https://greenbook.nafdac.gov.ng/ingredient/products/1181,34,Piroxicam; Menthol; Camphor,True,3,Piroxicam | Menthol | Camphor
Pitofenone Hydrochloride; Fenpiverinium Bromide; Acetaminophen,1708,https://greenbook.nafdac.gov.ng/ingredient/products/1708,34,Pitofenone Hydrochloride; Fenpiverinium Bromide; Acetaminophen,True,3,Pitofenone | Fenpiverinium Bromide | Acetaminophen
Pizotifen,65,https://greenbook.nafdac.gov.ng/ingredient/products/65,34,Pizotifen,False,1,Pizotifen
Plasma Volume Substitute (Isoplasma),1869,https://greenbook.nafdac.gov.ng/ingredient/products/1869,34,Plasma Volume Substitute (Isoplasma),False,1,Plasma Volume Substitute
Plaster,2133,https://greenbook.nafdac.gov.ng/ingredient/products/2133,34,Plaster,False,1,Plaster
Pneumococcal polysaccharide conjugate vaccine (adsorbed),930,https://greenbook.nafdac.gov.ng/ingredient/products/930,34,Pneumococcal polysaccharide conjugate vaccine (adsorbed),False,1,Pneumococcal polysaccharide conjugate vaccine
"Pneumococcal polysaccharide serotype 1;  Pneumococcal polysaccharide serotypes 3, 4, 5, 7F, 9V,  14, 18C, 19A, 19F, 22F, 23F and 33F;  Pneumococcal polysaccharide serotype 6B;  Adsorbed onto Aluminum Phosphate, as Al+++  2- Phenoxyethanol ;  Polysaccharides conjugated to 20-50 µg of CRM197",2281,https://greenbook.nafdac.gov.ng/ingredient/products/2281,34,"Pneumococcal polysaccharide serotype 1; Pneumococcal polysaccharide serotypes 3, 4, 5, 7F, 9V, 14, 18C, 19A, 19F, 22F, 23F and 33F; Pneumococcal polysaccharide serotype 6B; Adsorbed onto Aluminum Phosphate, as Al+++ 2- Phenoxyethanol; Polysaccharides conjugated to 20-50 µg of CRM197",True,16,Pneumococcal polysaccharide serotype 1 | Pneumococcal polysaccharide serotypes 3 | 18C | 19A | 19F | 22F | 23F and 33F | Pneumococcal polysaccharide serotype 6B | Adsorbed onto Aluminum | as Al | 2- Phenoxyethanol | Polysaccharides conjugated to 20-50 µg of CRM197
"Pneumococcal polysaccharide serotype 1;  Pneumococcal polysaccharide serotypes 3, 4, 5, 7F, 9V, 14,  18C, 19A, 19F, 22F, 23F and 33F;  Pneumococcal polysaccharide serotype 6B;  Adsorbed onto Aluminum Phosphate, as Al+++  Polysaccharides conjugated to 20-50 µg of CRM197",2279,https://greenbook.nafdac.gov.ng/ingredient/products/2279,34,"Pneumococcal polysaccharide serotype 1; Pneumococcal polysaccharide serotypes 3, 4, 5, 7F, 9V, 14, 18C, 19A, 19F, 22F, 23F and 33F; Pneumococcal polysaccharide serotype 6B; Adsorbed onto Aluminum Phosphate, as Al+++ Polysaccharides conjugated to 20-50 µg of CRM197",True,15,Pneumococcal polysaccharide serotype 1 | Pneumococcal polysaccharide serotypes 3 | 18C | 19A | 19F | 22F | 23F and 33F | Pneumococcal polysaccharide serotype 6B | Adsorbed onto Aluminum | as Al | Polysaccharides conjugated to 20-50 µg of CRM197
Pneumococcal polysaccharide vaccine (PPSV23),1315,https://greenbook.nafdac.gov.ng/ingredient/products/1315,34,Pneumococcal polysaccharide vaccine (PPSV23),False,1,Pneumococcal polysaccharide vaccine
PODOPHYLLIN,2314,https://greenbook.nafdac.gov.ng/ingredient/products/2314,34,PODOPHYLLIN,False,1,PODOPHYLLIN
Podophyllotoxin,895,https://greenbook.nafdac.gov.ng/ingredient/products/895,34,Podophyllotoxin,False,1,Podophyllotoxin
Polio virus grown on primary monkey kidney culture Type 1&gt; 10 CCID50 Type 111&gt; 10 CCID50 Neomycin 15mcg Stabilizer 1M MgCL2,1763,https://greenbook.nafdac.gov.ng/ingredient/products/1763,34,Polio virus grown on primary monkey kidney culture Type 1&gt; 10 CCID50 Type 111&gt; 10 CCID50 Neomycin 15mcg Stabilizer 1M MgCL2,True,3,Polio virus grown on primary monkey kidney culture Type 1&gt | 10 CCID50 Type 111&gt | 10 CCID50 Neomycin 15mcg Stabilizer 1M MgCL2
Poliomyelitis vaccine (IPV) (inactivated),932,https://greenbook.nafdac.gov.ng/ingredient/products/932,34,Poliomyelitis vaccine (IPV) (inactivated),False,1,Poliomyelitis vaccine
Poliomyelitis vaccine (OPV) (live attenuated),931,https://greenbook.nafdac.gov.ng/ingredient/products/931,34,Poliomyelitis vaccine (OPV) (live attenuated),False,1,Poliomyelitis vaccine
Polygeline,342,https://greenbook.nafdac.gov.ng/ingredient/products/342,34,Polygeline,False,1,Polygeline
Polymyxin B Sulphate,2087,https://greenbook.nafdac.gov.ng/ingredient/products/2087,34,Polymyxin B Sulphate,False,1,Polymyxin B Sulphate
Potassium chloride,370,https://greenbook.nafdac.gov.ng/ingredient/products/370,34,Potassium chloride,False,1,chloride
Potassium citrate; Citric acid,701,https://greenbook.nafdac.gov.ng/ingredient/products/701,34,Potassium citrate; Citric acid,True,2,Citric acid
Potassium iodide,525,https://greenbook.nafdac.gov.ng/ingredient/products/525,34,Potassium iodide,False,1,iodide
Potassium iodide; Sodium chloride; Calcium chloride,804,https://greenbook.nafdac.gov.ng/ingredient/products/804,34,Potassium iodide; Sodium chloride; Calcium chloride,True,3,iodide | chloride | Calcium chloride
Potassium iodide; Sodium iodide,805,https://greenbook.nafdac.gov.ng/ingredient/products/805,34,Potassium iodide; Sodium iodide,True,2,iodide | iodide
Potassium permanganate,836,https://greenbook.nafdac.gov.ng/ingredient/products/836,34,Potassium permanganate,False,1,permanganate
Povidone-iodine,955,https://greenbook.nafdac.gov.ng/ingredient/products/955,34,Povidone-iodine,False,1,Povidone-iodine
Pralidoxime,1462,https://greenbook.nafdac.gov.ng/ingredient/products/1462,34,Pralidoxime,False,1,Pralidoxime
Pramocaine,881,https://greenbook.nafdac.gov.ng/ingredient/products/881,34,Pramocaine,False,1,Pramocaine
Praziquantel,573,https://greenbook.nafdac.gov.ng/ingredient/products/573,34,Praziquantel,False,1,Praziquantel
Praziquantel; Pyrantel Pamoate,1605,https://greenbook.nafdac.gov.ng/ingredient/products/1605,34,Praziquantel; Pyrantel Pamoate,True,2,Praziquantel | Pyrantel Pamoate
Precipitated Sulfur; Mineral Oil; White Ointment,1683,https://greenbook.nafdac.gov.ng/ingredient/products/1683,34,Precipitated Sulfur; Mineral Oil; White Ointment,True,3,Precipitated Sulfur | Mineral Oil | White Ointment
Prednisolone,778,https://greenbook.nafdac.gov.ng/ingredient/products/778,34,Prednisolone,False,1,Prednisolone
Prednisolone Acetate,421,https://greenbook.nafdac.gov.ng/ingredient/products/421,34,Prednisolone Acetate,False,1,Prednisolone
Prednisolone sodium phosphate,1539,https://greenbook.nafdac.gov.ng/ingredient/products/1539,34,Prednisolone sodium phosphate,False,1,Prednisolone
Prednisolone; Cinchocaine,217,https://greenbook.nafdac.gov.ng/ingredient/products/217,34,Prednisolone; Cinchocaine,True,2,Prednisolone | Cinchocaine
Prednisone,645,https://greenbook.nafdac.gov.ng/ingredient/products/645,34,Prednisone,False,1,Prednisone
Pregabalin,41,https://greenbook.nafdac.gov.ng/ingredient/products/41,34,Pregabalin,False,1,Pregabalin
Pregabalin; Mecobalamin,1604,https://greenbook.nafdac.gov.ng/ingredient/products/1604,34,Pregabalin; Mecobalamin,True,2,Pregabalin | Mecobalamin
Pregabalin; Methylcobalamin,42,https://greenbook.nafdac.gov.ng/ingredient/products/42,34,Pregabalin; Methylcobalamin,True,2,Pregabalin | Methylcobalamin
Pregabalin; Methylcobalamin; Alpha lipoic acid (ALA); Pyridoxine,2296,https://greenbook.nafdac.gov.ng/ingredient/products/2296,34,Pregabalin; Methylcobalamin; Alpha lipoic acid (ALA); Pyridoxine,True,4,Pregabalin | Methylcobalamin | Alpha lipoic acid | Pyridoxine
Pregabalin; Methylcobalamin; Alpha lipoic acid (ALA); Pyridoxine; Folic acid,1265,https://greenbook.nafdac.gov.ng/ingredient/products/1265,34,Pregabalin; Methylcobalamin; Alpha lipoic acid (ALA); Pyridoxine; Folic acid,True,5,Pregabalin | Methylcobalamin | Alpha lipoic acid | Pyridoxine | Folic acid
Pregnancy Tests,2016,https://greenbook.nafdac.gov.ng/ingredient/products/2016,34,Pregnancy Tests,False,1,Pregnancy Tests
Prifinium bromide,1876,https://greenbook.nafdac.gov.ng/ingredient/products/1876,35,Prifinium bromide,False,1,Prifinium bromide
Prilocaine; Felypressin,950,https://greenbook.nafdac.gov.ng/ingredient/products/950,35,Prilocaine; Felypressin,True,2,Prilocaine | Felypressin
Primaquine,553,https://greenbook.nafdac.gov.ng/ingredient/products/553,35,Primaquine,False,1,Primaquine
Probenecid,104,https://greenbook.nafdac.gov.ng/ingredient/products/104,35,Probenecid,False,1,Probenecid
Procainamide,289,https://greenbook.nafdac.gov.ng/ingredient/products/289,35,Procainamide,False,1,Procainamide
Procaine Benzylpenicillin,433,https://greenbook.nafdac.gov.ng/ingredient/products/433,35,Procaine Benzylpenicillin,False,1,Procaine Benzylpenicillin
Procaine Benzylpenicillin; Benzylpenicillin Sodium,434,https://greenbook.nafdac.gov.ng/ingredient/products/434,35,Procaine Benzylpenicillin; Benzylpenicillin Sodium,True,2,Procaine Benzylpenicillin | Benzylpenicillin
"Procaine Penicillin, Benzyl Penicillin Potassium",2328,https://greenbook.nafdac.gov.ng/ingredient/products/2328,35,"Procaine Penicillin, Benzyl Penicillin Potassium",True,2,Procaine Penicillin | Benzyl Penicillin
Procaine Penicillin; Benzyl Penicillin Sodium,1910,https://greenbook.nafdac.gov.ng/ingredient/products/1910,35,Procaine Penicillin; Benzyl Penicillin Sodium,True,2,Procaine Penicillin | Benzyl Penicillin
Procarbazine,734,https://greenbook.nafdac.gov.ng/ingredient/products/734,35,Procarbazine,False,1,Procarbazine
Prochlorperazine,216,https://greenbook.nafdac.gov.ng/ingredient/products/216,35,Prochlorperazine,False,1,Prochlorperazine
Progesterone,653,https://greenbook.nafdac.gov.ng/ingredient/products/653,35,Progesterone,False,1,Progesterone
Proguanil (Proguanil Hydrochloride),546,https://greenbook.nafdac.gov.ng/ingredient/products/546,35,Proguanil (Proguanil Hydrochloride),False,1,Proguanil
Promethazine,139,https://greenbook.nafdac.gov.ng/ingredient/products/139,35,Promethazine,False,1,Promethazine
Promethazine (Promethazine Hydrochloride),1591,https://greenbook.nafdac.gov.ng/ingredient/products/1591,35,Promethazine (Promethazine Hydrochloride),False,1,Promethazine
Promethazine Hydrochloride,1585,https://greenbook.nafdac.gov.ng/ingredient/products/1585,35,Promethazine Hydrochloride,False,1,Promethazine
Promethazine Teoclate,1584,https://greenbook.nafdac.gov.ng/ingredient/products/1584,35,Promethazine Teoclate,False,1,Promethazine Teoclate
Promethazine; Pholcodeine,1062,https://greenbook.nafdac.gov.ng/ingredient/products/1062,35,Promethazine; Pholcodeine,True,2,Promethazine | Pholcodeine
Propanolol,1975,https://greenbook.nafdac.gov.ng/ingredient/products/1975,35,Propanolol,False,1,Propanolol
Propantheline,189,https://greenbook.nafdac.gov.ng/ingredient/products/189,35,Propantheline,False,1,Propantheline
Proparacaine hydrochloride,1161,https://greenbook.nafdac.gov.ng/ingredient/products/1161,35,Proparacaine hydrochloride,False,1,Proparacaine
Propofol,130,https://greenbook.nafdac.gov.ng/ingredient/products/130,35,Propofol,False,1,Propofol
Propranolol Hydrochloride,60,https://greenbook.nafdac.gov.ng/ingredient/products/60,35,Propranolol Hydrochloride,False,1,Propranolol
Propylthiouracil,642,https://greenbook.nafdac.gov.ng/ingredient/products/642,35,Propylthiouracil,False,1,Propylthiouracil
