generic_name,generic_name_lower,source_ingredient,ingredient_id,is_combination,nafdac_url
Ammonium chloride,ammonium chloride,Ammonium bicarb.; Ammonium chloride; Ammonium soln; Oleic acid; Turpentine oil,1138,True,https://greenbook.nafdac.gov.ng/ingredient/products/1138
Ammonium Chloride BP,ammonium chloride bp,Chlorpheniramine Maleate BP; Ammonium Chloride BP; Ipecacuanha Tincture; Sodium Citrate BP; Menthol USP,2071,True,https://greenbook.nafdac.gov.ng/ingredient/products/2071
Ammonium soln,ammonium soln,Ammonium bicarb.; Ammonium chloride; Ammonium soln; Oleic acid; Turpentine oil,1138,True,https://greenbook.nafdac.gov.ng/ingredient/products/1138
Ammonium Soln Forte,ammonium soln forte,Terebinth Oil; Ammonium Soln Forte; Camphor oil; Camphor Synth; Capsicum,1386,True,https://greenbook.nafdac.gov.ng/ingredient/products/1386
Ammonium Solution,ammonium solution,Turpentine oil; Ammonium Bicarbonate; Ammoniun Chloride; Ammonium Solution; Oleic Acid,1893,True,https://greenbook.nafdac.gov.ng/ingredient/products/1893
Ammoniun Chloride,ammoniun chloride,Turpentine oil; Ammonium Bicarbonate; Ammoniun Chloride; Ammonium Solution; Oleic Acid,1893,True,https://greenbook.nafdac.gov.ng/ingredient/products/1893
Amodiaquine,amodiaquine,Amodiaquine (Amodiaquine Hydrochloride),550,False,https://greenbook.nafdac.gov.ng/ingredient/products/550
Amoxicillin,amoxicillin,Amoxicillin,2253,False,https://greenbook.nafdac.gov.ng/ingredient/products/2253
Amoxicillin Trihydrate,amoxicillin trihydrate,"Amoxicillin Trihydrate, Potassium Clavulanate",2209,True,https://greenbook.nafdac.gov.ng/ingredient/products/2209
Amphotericin B,amphotericin b,Amphotericin B,512,False,https://greenbook.nafdac.gov.ng/ingredient/products/512
Ampicillin,ampicillin,Ampicillin (Ampicillin Sodium),1608,False,https://greenbook.nafdac.gov.ng/ingredient/products/1608
Amylmetacresol,amylmetacresol,"2, 4-Dichlorobenzyl alcohol, Amylmetacresol, Vitamin C",2198,True,https://greenbook.nafdac.gov.ng/ingredient/products/2198
Anaesthetic,anaesthetic,"Ether, Anaesthetic",131,True,https://greenbook.nafdac.gov.ng/ingredient/products/131
Analyzer,analyzer,Analyzer,2161,False,https://greenbook.nafdac.gov.ng/ingredient/products/2161
Anastrozole,anastrozole,Anastrozole,739,False,https://greenbook.nafdac.gov.ng/ingredient/products/739
and Avian Reovirus disease vaccine,and avian reovirus disease vaccine,"Combined Newcastle disease, Avian infectious bronchitis, Infectious bursal disease (gumboro disease), and Avian Reovirus disease vaccine, Inactivated",2240,True,https://greenbook.nafdac.gov.ng/ingredient/products/2240
and Infectious bursal  disease vaccine,and infectious bursal  disease vaccine,"Combined Newcastle disease, Avian infectious bronchitis, and Infectious bursal (gumboro) disease vaccine, Inactivated",2239,True,https://greenbook.nafdac.gov.ng/ingredient/products/2239
and Rubella,and rubella,"Measles, Mumps, and Rubella (MMR); Varicella vaccine",929,True,https://greenbook.nafdac.gov.ng/ingredient/products/929
and Rubella  vaccine,and rubella  vaccine,"Measles, Mumps, and Rubella (MMR) vaccine, Live",928,True,https://greenbook.nafdac.gov.ng/ingredient/products/928
and Tetanus vaccine,and tetanus vaccine,"Diphtheria, Pertussis, and Tetanus vaccine",916,True,https://greenbook.nafdac.gov.ng/ingredient/products/916
Anise Oil,anise oil,Tolu Solution; Capsicum Tincture; Creosote; Anise Oil; Liquorice,2043,True,https://greenbook.nafdac.gov.ng/ingredient/products/2043
Anise water,anise water,Sodium citrate; Ipecacuanha; Squill oxymel; Anise water; Menthol,1079,True,https://greenbook.nafdac.gov.ng/ingredient/products/1079
Aniseed Oil,aniseed oil,Ammonium chloride; Ipecacacuanha Extract; Liquorice Extract; Peppermint Oil; Aniseed Oil,1629,True,https://greenbook.nafdac.gov.ng/ingredient/products/1629
Anklet Grip,anklet grip,Anklet Grip,2183,False,https://greenbook.nafdac.gov.ng/ingredient/products/2183
Antazoline,antazoline,Antazoline Hydrochloride; Tetryzoline Hydrochloride,768,True,https://greenbook.nafdac.gov.ng/ingredient/products/768
Anti-D  immunoglobulin,anti-d  immunoglobulin,Anti-D (rh) immunoglobulin,942,False,https://greenbook.nafdac.gov.ng/ingredient/products/942
Anti-gas gangrene,anti-gas gangrene,Anti-gas gangrene,948,False,https://greenbook.nafdac.gov.ng/ingredient/products/948
Anti-scorpion serum,anti-scorpion serum,Anti-scorpion serum,949,False,https://greenbook.nafdac.gov.ng/ingredient/products/949
Antibiotic Tulles,antibiotic tulles,Antibiotic Tulles,2169,False,https://greenbook.nafdac.gov.ng/ingredient/products/2169
Apalutamide,apalutamide,Apalutamide,1825,False,https://greenbook.nafdac.gov.ng/ingredient/products/1825
Apixaban,apixaban,Apixaban,1790,False,https://greenbook.nafdac.gov.ng/ingredient/products/1790
Arachis oil,arachis oil,Arachis oil; Paradichlorobenzene; Chlorobutanol; Turpentine oil,1489,True,https://greenbook.nafdac.gov.ng/ingredient/products/1489
Arginine,arginine,"Arginine Hydrochloride, Histidine Hydrochloride Monohydrate",2206,True,https://greenbook.nafdac.gov.ng/ingredient/products/2206
Arginine Aspartate,arginine aspartate,Arginine Aspartate,1979,False,https://greenbook.nafdac.gov.ng/ingredient/products/1979
Aripiprazole,aripiprazole,Aripiprazole,9,False,https://greenbook.nafdac.gov.ng/ingredient/products/9
Arteether,arteether,Arteether,2217,False,https://greenbook.nafdac.gov.ng/ingredient/products/2217
Artemether,artemether,Artemether,542,False,https://greenbook.nafdac.gov.ng/ingredient/products/542
Artemisinin,artemisinin,Artemisinin; Piperaquine,537,True,https://greenbook.nafdac.gov.ng/ingredient/products/537
ARTEROLANE,arterolane,"ARTEROLANE MALEATE, PIPERAQUINE PHOSPHATE",2339,True,https://greenbook.nafdac.gov.ng/ingredient/products/2339
ARTESUNATE,artesunate,"AMODIAQUINE, ARTESUNATE",2321,True,https://greenbook.nafdac.gov.ng/ingredient/products/2321
as Al,as al,"Pneumococcal polysaccharide serotype 1; Pneumococcal polysaccharide serotypes 3, 4, 5, 7F, 9V, 14, 18C, 19A, 19F, 22F, 23F and 33F; Pneumococcal polysaccharide serotype 6B; Adsorbed onto Aluminum Phosphate, as Al+++ 2- Phenoxyethanol; Polysaccharides conjugated to 20-50 µg of CRM197",2281,True,https://greenbook.nafdac.gov.ng/ingredient/products/2281
Ascorbic Acid,ascorbic acid,Ascorbic Acid,346,False,https://greenbook.nafdac.gov.ng/ingredient/products/346
Ascorbic Acid BP,ascorbic acid bp,Ferrous Fumarate BP; L-Histidine Hydrochloride; H20 BP; Glycine USP; Thiamine Nitrate BP; Riboflavin BP; Pyridoxine Hydrochloride BP; Folic Acid BP; Cyanocobalamin BP; Ascorbic Acid BP,1654,True,https://greenbook.nafdac.gov.ng/ingredient/products/1654
Asparaginase,asparaginase,Asparaginase,724,False,https://greenbook.nafdac.gov.ng/ingredient/products/724
Aspirin,aspirin,Aspirin,2259,False,https://greenbook.nafdac.gov.ng/ingredient/products/2259
Atazanavir,atazanavir,Atazanavir,1522,False,https://greenbook.nafdac.gov.ng/ingredient/products/1522
Atenolol,atenolol,Atenolol,237,False,https://greenbook.nafdac.gov.ng/ingredient/products/237
Atezolizumab,atezolizumab,Atezolizumab,2062,False,https://greenbook.nafdac.gov.ng/ingredient/products/2062
Atorvastatin,atorvastatin,Amlodipine (Amlodipine Besilate); Atorvastatin (Atorvastatin Calcium),273,True,https://greenbook.nafdac.gov.ng/ingredient/products/273
Atosiban,atosiban,Atosiban,1269,False,https://greenbook.nafdac.gov.ng/ingredient/products/1269
Atovaquone,atovaquone,Atovaquone; Proguanil hydrochloride,544,True,https://greenbook.nafdac.gov.ng/ingredient/products/544
Atracurium,atracurium,Atracurium,141,False,https://greenbook.nafdac.gov.ng/ingredient/products/141
Atropine,atropine,Atropine Sulfate,781,False,https://greenbook.nafdac.gov.ng/ingredient/products/781
Attapulgite,attapulgite,Attapulgite; Pectin,196,True,https://greenbook.nafdac.gov.ng/ingredient/products/196
attenuated),attenuated),"Yellow fever virus1, 17D-204 strain (live, attenuated)",1774,True,https://greenbook.nafdac.gov.ng/ingredient/products/1774
Avanafil,avanafil,Avanafil,1187,False,https://greenbook.nafdac.gov.ng/ingredient/products/1187
Avian herpes virus  vaccine,avian herpes virus  vaccine,"Avian herpes virus (Marek's disease) vaccine, Live",1936,True,https://greenbook.nafdac.gov.ng/ingredient/products/1936
Avian infectious bronchitis,avian infectious bronchitis,"Combined Newcastle disease, Avian infectious bronchitis, and Infectious bursal (gumboro) disease vaccine, Inactivated",2239,True,https://greenbook.nafdac.gov.ng/ingredient/products/2239
Avian infectious bronchitis and Egg drop syndrome  vaccine,avian infectious bronchitis and egg drop syndrome  vaccine,"Combined Newcastle disease, Avian infectious bronchitis and Egg drop syndrome (Adenovirus) vaccine, Inactivated",2228,True,https://greenbook.nafdac.gov.ng/ingredient/products/2228
Avian infectious bronchitis vaccine,avian infectious bronchitis vaccine,"Avian infectious bronchitis vaccine, Inactivated",2225,True,https://greenbook.nafdac.gov.ng/ingredient/products/2225
Avian infectious bursal  disease vaccine,avian infectious bursal  disease vaccine,"Avian infectious bursal (gumboro) disease vaccine, Live",1940,True,https://greenbook.nafdac.gov.ng/ingredient/products/1940
Avian pox vaccine,avian pox vaccine,"Avian pox vaccine, Live",1759,True,https://greenbook.nafdac.gov.ng/ingredient/products/1759
Avibactam,avibactam,Ceftazidime (Ceftazidime pentahydrate); Avibactam (Sodium Salt),1701,True,https://greenbook.nafdac.gov.ng/ingredient/products/1701
Azathioprine,azathioprine,Azathioprine,93,False,https://greenbook.nafdac.gov.ng/ingredient/products/93
Azithromycin,azithromycin,Azithromycin,2252,False,https://greenbook.nafdac.gov.ng/ingredient/products/2252
B12,b12,Diclofenac; Paracetamol; Vitamins B1; B6; B12,1124,True,https://greenbook.nafdac.gov.ng/ingredient/products/1124
Baby Wipes,baby wipes,Baby Wipes,2140,False,https://greenbook.nafdac.gov.ng/ingredient/products/2140
Bacillus clausii,bacillus clausii,Bacillus clausii,1217,False,https://greenbook.nafdac.gov.ng/ingredient/products/1217
Bacitracin,bacitracin,Neomycin; Bacitracin; Polymyxin B (Ophthalmic),1421,True,https://greenbook.nafdac.gov.ng/ingredient/products/1421
Bacitracin Zinc,bacitracin zinc,Neomycin (Neomycin Sulfate); Bacitracin Zinc; Polymyxin B Sulfate,1167,True,https://greenbook.nafdac.gov.ng/ingredient/products/1167
Baclofen,baclofen,Baclofen,1495,False,https://greenbook.nafdac.gov.ng/ingredient/products/1495
Balsam Peru,balsam peru,Zinc Oxide; Bismuth Subgallate; Balsam Peru; Bismuth Oxide; Hard Fat Qs,1653,True,https://greenbook.nafdac.gov.ng/ingredient/products/1653
Barium,barium,Barium sulfate,976,False,https://greenbook.nafdac.gov.ng/ingredient/products/976
Basiliximab,basiliximab,Basiliximab,1435,False,https://greenbook.nafdac.gov.ng/ingredient/products/1435
BCG vaccine,bcg vaccine,BCG vaccine,510,False,https://greenbook.nafdac.gov.ng/ingredient/products/510
Beclometasone,beclometasone,Beclometasone; Clotrimazole,1109,True,https://greenbook.nafdac.gov.ng/ingredient/products/1109
Beclometasone Dipropionate,beclometasone dipropionate,Beclometasone Dipropionate,817,False,https://greenbook.nafdac.gov.ng/ingredient/products/817
Beclomethasone,beclomethasone,Beclomethasone; Clotrimazole; Gentamicin Sulphate; Tolnaftate,1859,True,https://greenbook.nafdac.gov.ng/ingredient/products/1859
Beclomethasone Dipropionate,beclomethasone dipropionate,Beclomethasone Dipropionate; Phenylephrine Hydrochloride; Lignocaine Hydrochloride,2192,True,https://greenbook.nafdac.gov.ng/ingredient/products/2192
Bedaquiline,bedaquiline,Bedaquiline,1853,False,https://greenbook.nafdac.gov.ng/ingredient/products/1853
Belt,belt,Belt,2144,False,https://greenbook.nafdac.gov.ng/ingredient/products/2144
Bendrofluazide,bendrofluazide,Bendrofluazide,2320,False,https://greenbook.nafdac.gov.ng/ingredient/products/2320
Bendroflumethiazide,bendroflumethiazide,Bendroflumethiazide,229,False,https://greenbook.nafdac.gov.ng/ingredient/products/229
Benfotiamine,benfotiamine,Pyridoxine Hydrochloride; Metylcobalamin; Alpha Lipoic Acid; Benfotiamine; Inositol,2030,True,https://greenbook.nafdac.gov.ng/ingredient/products/2030
Bentonite,bentonite,Calamine; Zinc Oxide; Phenol; Bentonite,1103,True,https://greenbook.nafdac.gov.ng/ingredient/products/1103
Benzalkonium,benzalkonium,Pilocarpine Hydrochloride; Benzalkonium,2033,True,https://greenbook.nafdac.gov.ng/ingredient/products/2033
Benzalkonium chloride,benzalkonium chloride,Benzalkonium chloride,1689,False,https://greenbook.nafdac.gov.ng/ingredient/products/1689
Benzalkonium Chloride Solution NF,benzalkonium chloride solution nf,Olopatadine Hydrochloride; Benzalkonium Chloride Solution NF,2211,True,https://greenbook.nafdac.gov.ng/ingredient/products/2211
Benzathine benzylpenicillin,benzathine benzylpenicillin,Benzathine benzylpenicillin,427,False,https://greenbook.nafdac.gov.ng/ingredient/products/427
Benzethoniuim,benzethoniuim,Benzocaine; Benzethoniuim,1259,True,https://greenbook.nafdac.gov.ng/ingredient/products/1259
Benzhexol,benzhexol,Benzhexol,2323,False,https://greenbook.nafdac.gov.ng/ingredient/products/2323
Benznidazole,benznidazole,Benznidazole,567,False,https://greenbook.nafdac.gov.ng/ingredient/products/567
benzoate,benzoate,Paracetamol; Oxomemazine; Guaifenesin; Sodium benzoate,1358,True,https://greenbook.nafdac.gov.ng/ingredient/products/1358
Benzocaine,benzocaine,Benzocaine; Benzethoniuim,1259,True,https://greenbook.nafdac.gov.ng/ingredient/products/1259
Benzoic acid,benzoic acid,Benzoic acid; Salicylic acid,842,True,https://greenbook.nafdac.gov.ng/ingredient/products/842
Benzoin Tincture,benzoin tincture,"Benzoin Tincture, Compound",883,True,https://greenbook.nafdac.gov.ng/ingredient/products/883
Benzoyl Metronidazole,benzoyl metronidazole,Benzoyl Metronidazole,2258,False,https://greenbook.nafdac.gov.ng/ingredient/products/2258
Benzoyl peroxide,benzoyl peroxide,Benzoyl peroxide,885,False,https://greenbook.nafdac.gov.ng/ingredient/products/885
Benzyl Alcohol,benzyl alcohol,"Diclofenac Diethylamine (Diclofenac Sodium), Linseed Oil, Methyl Salicylate, Menthol, Benzyl Alcohol",2189,True,https://greenbook.nafdac.gov.ng/ingredient/products/2189
Benzyl Benzoate,benzyl benzoate,Benzyl Benzoate,859,False,https://greenbook.nafdac.gov.ng/ingredient/products/859
Benzyl Penicillin,benzyl penicillin,"Procaine Penicillin, Benzyl Penicillin Potassium",2328,True,https://greenbook.nafdac.gov.ng/ingredient/products/2328
Benzylpenicillin,benzylpenicillin,Benzylpenicillin potassium,749,False,https://greenbook.nafdac.gov.ng/ingredient/products/749
Beractant,beractant,Beractant,1372,False,https://greenbook.nafdac.gov.ng/ingredient/products/1372
Beta Carotene,beta carotene,Ascorbic acid; Beta Carotene; Vit. B12; Vit. D3; Folic acid; Vit. B3; Vit. B6; Vit. B2; Vit. B1; Calcium Pantothenate; Calcium Phosphate; Choline; Copper Sulphate; D-Biotin,1690,True,https://greenbook.nafdac.gov.ng/ingredient/products/1690
Beta-Sitosterol,beta-sitosterol,Beta-Sitosterol,1336,False,https://greenbook.nafdac.gov.ng/ingredient/products/1336
Betacarotene,betacarotene,Vitamin A; Vitamin D3; Vitamin E; Magnesium Hydroxide; Vitamin C; Betacarotene; Zinc Sulphate Monohydrate; L-Cystine; L-Carnitine Tartrate; Ferrous Fumarate,1692,True,https://greenbook.nafdac.gov.ng/ingredient/products/1692
Betamethasone,betamethasone,Betamethasone (Betamethasone Dipropionate); Calcipotriol (Calcipotriol Monohydrate),1363,True,https://greenbook.nafdac.gov.ng/ingredient/products/1363
Betamethasone dipropionate,betamethasone dipropionate,Betamethasone dipropionate,812,False,https://greenbook.nafdac.gov.ng/ingredient/products/812
Betaxolol,betaxolol,Betaxolol (Betaxolol Hydrochloride),786,False,https://greenbook.nafdac.gov.ng/ingredient/products/786
Bethamethasone Dipropionate,bethamethasone dipropionate,Clotrimazole; Neomycin Sulphate; Bethamethasone Dipropionate,2271,True,https://greenbook.nafdac.gov.ng/ingredient/products/2271
Bethanechol,bethanechol,Bethanechol,1498,False,https://greenbook.nafdac.gov.ng/ingredient/products/1498
Bevacizumab,bevacizumab,Bevacizumab,1270,False,https://greenbook.nafdac.gov.ng/ingredient/products/1270
Bicalutamide,bicalutamide,Bicalutamide,740,False,https://greenbook.nafdac.gov.ng/ingredient/products/740
Bicarbonate,bicarbonate,Alginic Acid; Magnesium Hydroxide; Dried Aluminium Hydroxide; Sodium Bicarbonate,2268,True,https://greenbook.nafdac.gov.ng/ingredient/products/2268
BICARBONATE 100KG,bicarbonate 100kg,"MAGNESIUM TRISILICATE 100KG, LIGHT MAGNESIUM CARBONATE 100KG, SODIUM BICARBONATE 100KG",2306,True,https://greenbook.nafdac.gov.ng/ingredient/products/2306
Bifidobacterium powder,bifidobacterium powder,"Clostridium Butyricum; Bifidobacterium powder, live.",2200,True,https://greenbook.nafdac.gov.ng/ingredient/products/2200
Bifonazole,bifonazole,Bifonazole,845,False,https://greenbook.nafdac.gov.ng/ingredient/products/845
Bilastine,bilastine,Bilastine,2215,False,https://greenbook.nafdac.gov.ng/ingredient/products/2215
Bimatoprost,bimatoprost,Bimatoprost,1348,False,https://greenbook.nafdac.gov.ng/ingredient/products/1348
Binimetinib,binimetinib,Binimetinib,1678,False,https://greenbook.nafdac.gov.ng/ingredient/products/1678
Biomult,biomult,Biomult,1799,False,https://greenbook.nafdac.gov.ng/ingredient/products/1799
Biotin,biotin,L-Lysine; Vitamin A; Vitamin B1; Vitamin B2; Vitamin B6; Vitamin B12; Vitamin C; Vitamin D3; Vitamin E; Biotin; Folic acid; Niacin; Pantothenic acid; Iodine; Iron; Magnesium; Manganese; Zinc,1449,True,https://greenbook.nafdac.gov.ng/ingredient/products/1449
Biperiden,biperiden,Biperiden,31,False,https://greenbook.nafdac.gov.ng/ingredient/products/31
Bisacodyl,bisacodyl,Bisacodyl,200,False,https://greenbook.nafdac.gov.ng/ingredient/products/200
Bismuth Carbonate,bismuth carbonate,Bismuth Carbonate; Magnesium Carbonate; Kaolin Heavy,1707,True,https://greenbook.nafdac.gov.ng/ingredient/products/1707
Bismuth Oxide,bismuth oxide,Zinc Oxide; Bismuth Subgallate; Balsam Peru; Bismuth Oxide; Hard Fat Qs,1653,True,https://greenbook.nafdac.gov.ng/ingredient/products/1653
Bismuth Subgallate,bismuth subgallate,Zinc Oxide; Bismuth Subgallate; Balsam Peru; Bismuth Oxide; Hard Fat Qs,1653,True,https://greenbook.nafdac.gov.ng/ingredient/products/1653
Bismuth Subsalicylate,bismuth subsalicylate,Bismuth Subsalicylate,1688,False,https://greenbook.nafdac.gov.ng/ingredient/products/1688
Bisoprolol,bisoprolol,Bisoprolol Fumarate,239,False,https://greenbook.nafdac.gov.ng/ingredient/products/239
bivalent,bivalent,"Meningococcal AC polysaccharide (MACP) vaccine, bivalent",1218,True,https://greenbook.nafdac.gov.ng/ingredient/products/1218
Bleomycin,bleomycin,Bleomycin,711,False,https://greenbook.nafdac.gov.ng/ingredient/products/711
Blood Analyzer,blood analyzer,Blood Analyzer,2160,False,https://greenbook.nafdac.gov.ng/ingredient/products/2160
Blood Bags,blood bags,Blood Bags,2015,False,https://greenbook.nafdac.gov.ng/ingredient/products/2015
Blood Cholesterol and Glucose Monitor,blood cholesterol and glucose monitor,Blood Cholesterol and Glucose Monitor,2146,False,https://greenbook.nafdac.gov.ng/ingredient/products/2146
Blood Collection Set,blood collection set,Blood Collection Set,2167,False,https://greenbook.nafdac.gov.ng/ingredient/products/2167
Blood Collection Tubes,blood collection tubes,Blood Collection Tubes,2149,False,https://greenbook.nafdac.gov.ng/ingredient/products/2149
Blood Glucose Mointors,blood glucose mointors,Blood Glucose Mointors,2012,False,https://greenbook.nafdac.gov.ng/ingredient/products/2012
Blood Glucose Monitor,blood glucose monitor,Blood Glucose Monitor,2117,False,https://greenbook.nafdac.gov.ng/ingredient/products/2117
Blood Glucose Test Card and Strips,blood glucose test card and strips,Blood Glucose Test Card and Strips,2166,False,https://greenbook.nafdac.gov.ng/ingredient/products/2166
Blood Glucose Test Cards,blood glucose test cards,Blood Glucose Test Cards,2165,False,https://greenbook.nafdac.gov.ng/ingredient/products/2165
Blood Glucose Test Kit,blood glucose test kit,Blood Glucose Test Kit,2170,False,https://greenbook.nafdac.gov.ng/ingredient/products/2170
Blood Glucose Test Strips,blood glucose test strips,Blood Glucose Test Strips,2111,False,https://greenbook.nafdac.gov.ng/ingredient/products/2111
Blood Line,blood line,Blood Line,2109,False,https://greenbook.nafdac.gov.ng/ingredient/products/2109
Blood Pressure Monitor,blood pressure monitor,Blood Pressure Monitor,2118,False,https://greenbook.nafdac.gov.ng/ingredient/products/2118
Blood Transfusion Set,blood transfusion set,Blood Transfusion Set,1987,False,https://greenbook.nafdac.gov.ng/ingredient/products/1987
Borax,borax,Glucosamine; Chondroitin; Vit. E; Manganese; Borax; Selenium,1152,True,https://greenbook.nafdac.gov.ng/ingredient/products/1152
Boric acid,boric acid,Boric acid; Chlorphenamine; Naphazoline; Zinc sulfate,809,True,https://greenbook.nafdac.gov.ng/ingredient/products/809
Boron,boron,Boron (Boron glycinate); Cartilage Blend (Type II Collagen); Hyaluronic acid,1890,True,https://greenbook.nafdac.gov.ng/ingredient/products/1890
Boron amino acid chelate,boron amino acid chelate,Glucosamine; Chondroitin; Methylsulfonylmethane; Vit. A; Boron amino acid chelate; Grapeseed ext.; Boswellia ext.; Turmeric ext.,1130,True,https://greenbook.nafdac.gov.ng/ingredient/products/1130
Bortezomib,bortezomib,Bortezomib,1472,False,https://greenbook.nafdac.gov.ng/ingredient/products/1472
Boswellia ext.,boswellia ext.,Glucosamine; Chondroitin; Methylsulfonylmethane; Vit. A; Boron amino acid chelate; Grapeseed ext.; Boswellia ext.; Turmeric ext.,1130,True,https://greenbook.nafdac.gov.ng/ingredient/products/1130
Brimonidine,brimonidine,Brimonidine Tartrate,790,False,https://greenbook.nafdac.gov.ng/ingredient/products/790
Brinzolamide,brinzolamide,Brinzolamide,791,False,https://greenbook.nafdac.gov.ng/ingredient/products/791
Brolucizumab,brolucizumab,Brolucizumab,1767,False,https://greenbook.nafdac.gov.ng/ingredient/products/1767
Bromazepam,bromazepam,Bromazepam,3,False,https://greenbook.nafdac.gov.ng/ingredient/products/3
Bromelain,bromelain,Trypsin; Bromelain,126,True,https://greenbook.nafdac.gov.ng/ingredient/products/126
Bromhexine,bromhexine,Bromhexine (Bromhexine Hydrochloride),401,False,https://greenbook.nafdac.gov.ng/ingredient/products/401
Bromocriptine,bromocriptine,Bromocriptine,32,False,https://greenbook.nafdac.gov.ng/ingredient/products/32
Budesonide,budesonide,Budesonide,1486,False,https://greenbook.nafdac.gov.ng/ingredient/products/1486
Bupivacaine,bupivacaine,Bupivacaine hydrochloride,145,False,https://greenbook.nafdac.gov.ng/ingredient/products/145
Buprenorphine,buprenorphine,Buprenorphine,1514,False,https://greenbook.nafdac.gov.ng/ingredient/products/1514
Burette Infusion Set,burette infusion set,Burette Infusion Set,2139,False,https://greenbook.nafdac.gov.ng/ingredient/products/2139
Buserelin,buserelin,Buserelin,741,False,https://greenbook.nafdac.gov.ng/ingredient/products/741
Busulfan,busulfan,Busulfan,708,False,https://greenbook.nafdac.gov.ng/ingredient/products/708
Cabazitaxel,cabazitaxel,Cabazitaxel,1551,False,https://greenbook.nafdac.gov.ng/ingredient/products/1551
Cabergoline,cabergoline,Cabergoline,1214,False,https://greenbook.nafdac.gov.ng/ingredient/products/1214
Cabotegravir,cabotegravir,Cabotegravir,1720,False,https://greenbook.nafdac.gov.ng/ingredient/products/1720
CAFFEINE,caffeine,"ACETYLSALICYLIC ACID, ACETAMINOPHEN, CAFFEINE",2353,True,https://greenbook.nafdac.gov.ng/ingredient/products/2353
Cajuput oil,cajuput oil,Cajuput oil; Clove oil; Eucalytpus oil; Juniperberry oil; Levomenthol,1821,True,https://greenbook.nafdac.gov.ng/ingredient/products/1821
Calamine,calamine,Calamine,867,False,https://greenbook.nafdac.gov.ng/ingredient/products/867
Calcifediol,calcifediol,Calcifediol,1824,False,https://greenbook.nafdac.gov.ng/ingredient/products/1824
Calcipotriol,calcipotriol,Betamethasone (Betamethasone Dipropionate); Calcipotriol (Calcipotriol Monohydrate),1363,True,https://greenbook.nafdac.gov.ng/ingredient/products/1363
Calcitriol,calcitriol,Calcitriol,350,False,https://greenbook.nafdac.gov.ng/ingredient/products/350
Calcium,calcium,Ascorbic acid; Beta Carotene; Vit. B12; Vit. D3; Folic acid; Vit. B3; Vit. B6; Vit. B2; Vit. B1; Calcium Pantothenate; Calcium Phosphate; Choline; Copper Sulphate; D-Biotin,1690,True,https://greenbook.nafdac.gov.ng/ingredient/products/1690
Calcium amino acid chelate,calcium amino acid chelate,Glucosamine; Chondroitin; Vit. D3; Calcium amino acid chelate,1132,True,https://greenbook.nafdac.gov.ng/ingredient/products/1132
Calcium carbonate,calcium carbonate,Aluminium hydroxide; Magnesium hydroxide; Calcium carbonate; Sodium bicarbonate; Simeticone,156,True,https://greenbook.nafdac.gov.ng/ingredient/products/156
Calcium chloride,calcium chloride,Calcium chloride,364,False,https://greenbook.nafdac.gov.ng/ingredient/products/364
Calcium D-Pantothenate,calcium d-pantothenate,Ferrous Fumarate; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Nicotinamide; Calcium D-Pantothenate; Vitamin B12,1733,True,https://greenbook.nafdac.gov.ng/ingredient/products/1733
Calcium dobesilate,calcium dobesilate,Calcium dobesilate; Hydrocortisone; Lidocaine; Zinc Oxide,1343,True,https://greenbook.nafdac.gov.ng/ingredient/products/1343
calcium edetate,calcium edetate,Sodium calcium edetate,965,False,https://greenbook.nafdac.gov.ng/ingredient/products/965
Calcium folinate,calcium folinate,Calcium folinate,720,False,https://greenbook.nafdac.gov.ng/ingredient/products/720
Calcium fructoborate,calcium fructoborate,Glucosamine hydrochloride; Chondroitin sulfate; Hyaluronic acid; Calcium fructoborate; Methylsulfonylmethane (MSM),1931,True,https://greenbook.nafdac.gov.ng/ingredient/products/1931
Calcium gluconate,calcium gluconate,Calcium gluconate,363,False,https://greenbook.nafdac.gov.ng/ingredient/products/363
Calcium Glycerophosphate,calcium glycerophosphate,Glucose; Vitamin D; Calcium Glycerophosphate,1392,True,https://greenbook.nafdac.gov.ng/ingredient/products/1392
Calcium lactate,calcium lactate,Urea; Latic acid; Glycine; Ammonium chloride; Sodium Chloride; Potassium chloride; Calcium lactate; Magnesium chloride; Sodium dihydrogen phosphate dihydrate; Stearic acid; Cetyl Alcohol; Glycerin; Disodium Edetate,1681,True,https://greenbook.nafdac.gov.ng/ingredient/products/1681
Calcium lactate gluconate,calcium lactate gluconate,Calcium lactate gluconate; Calcium carbonate; Vitamin C,1189,True,https://greenbook.nafdac.gov.ng/ingredient/products/1189
Calcium Oxide,calcium oxide,Calcium Oxide,2174,False,https://greenbook.nafdac.gov.ng/ingredient/products/2174
Calcium Pantothenate,calcium pantothenate,Ascorbic acid; Beta Carotene; Vit. B12; Vit. D3; Folic acid; Vit. B3; Vit. B6; Vit. B2; Vit. B1; Calcium Pantothenate; Calcium Phosphate; Choline; Copper Sulphate; D-Biotin,1690,True,https://greenbook.nafdac.gov.ng/ingredient/products/1690
Calcium Polysterene Sulphonate,calcium polysterene sulphonate,Calcium Polysterene Sulphonate,1900,False,https://greenbook.nafdac.gov.ng/ingredient/products/1900
