generic_name,generic_name_lower,source_ingredient,ingredient_id,is_combination,nafdac_url
L-Histidine,l-histidine,Ferrous Fumarate BP; L-Histidine Hydrochloride; H20 BP; Glycine USP; Thiamine Nitrate BP; Riboflavin BP; Pyridoxine Hydrochloride BP; Folic Acid BP; Cyanocobalamin BP; Ascorbic Acid BP,1654,True,https://greenbook.nafdac.gov.ng/ingredient/products/1654
L-Iso Leucine,l-iso leucine,L-Arginine HCl; L-Histidine HCl; L-Iso Leucine; L-Leucine; L-Lysine HCl; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Ascorbic Acid,1581,True,https://greenbook.nafdac.gov.ng/ingredient/products/1581
L-Isoleucine,l-isoleucine,"L-Arginine Hydrochloride; L-Histidine Hydrochloride Monohydrate; L-Leucine; L-Lysine Hydrochloride, L-Isoleucine; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Tocopheryl Acetate; Vitamin A; Cholecalciferol; Thiamine Hydrochloride; Calcium Pantothenate; Pyridoxine Hydrochloride'; Cyanocobalamin; Ascorbic Acid; Folic Acid; Riboflavin; Nicotinamide",1834,True,https://greenbook.nafdac.gov.ng/ingredient/products/1834
L-Leucine,l-leucine,L-Arginine HCl; L-Histidine HCl; L-Iso Leucine; L-Leucine; L-Lysine HCl; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Ascorbic Acid,1581,True,https://greenbook.nafdac.gov.ng/ingredient/products/1581
L-lysine,l-lysine,"Calcium, vitamin D3, L-lysine, magnesium, Zinc",2354,True,https://greenbook.nafdac.gov.ng/ingredient/products/2354
L-Lysine Hydroxide,l-lysine hydroxide,Calcium; Vitamin D3; Magnesium; Zinc; L-Lysine Hydroxide; Selenium,1838,True,https://greenbook.nafdac.gov.ng/ingredient/products/1838
L-Lysine Mono,l-lysine mono,Ferric Ammonium; Protein Hydrolysate; L-Lysine Mono Hydrochloride; Niacinamide; D-Pantherol; Pyridoxine Hydrochloride; Folic Acid; Cynocobalamin; Zinc Sulphate,1818,True,https://greenbook.nafdac.gov.ng/ingredient/products/1818
L-menthol,l-menthol,"Diphenhydramine hydrochloride, L-menthol",2204,True,https://greenbook.nafdac.gov.ng/ingredient/products/2204
L-Methionine,l-methionine,L-Arginine HCl; L-Histidine HCl; L-Iso Leucine; L-Leucine; L-Lysine HCl; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Ascorbic Acid,1581,True,https://greenbook.nafdac.gov.ng/ingredient/products/1581
L-Methonine,l-methonine,L-Isoleucine; L-Leucine; L-Lysine Hydrochloride; L-Methonine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Synthetic Retinol Concentrate (Oily form); Cholecalciferol; Alpha Tocopheryl Acetate; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Cyanocobalamine; Nicotinamide; Calcium Pantothenate; Folic Acid,2072,True,https://greenbook.nafdac.gov.ng/ingredient/products/2072
L-Phenylalanine,l-phenylalanine,L-Arginine HCl; L-Histidine HCl; L-Iso Leucine; L-Leucine; L-Lysine HCl; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Ascorbic Acid,1581,True,https://greenbook.nafdac.gov.ng/ingredient/products/1581
L-Threonine,l-threonine,L-Arginine HCl; L-Histidine HCl; L-Iso Leucine; L-Leucine; L-Lysine HCl; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Ascorbic Acid,1581,True,https://greenbook.nafdac.gov.ng/ingredient/products/1581
L-Tryptophan,l-tryptophan,L-Arginine HCl; L-Histidine HCl; L-Iso Leucine; L-Leucine; L-Lysine HCl; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Ascorbic Acid,1581,True,https://greenbook.nafdac.gov.ng/ingredient/products/1581
L-Valine,l-valine,L-Arginine HCl; L-Histidine HCl; L-Iso Leucine; L-Leucine; L-Lysine HCl; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Ascorbic Acid,1581,True,https://greenbook.nafdac.gov.ng/ingredient/products/1581
Labetalol,labetalol,Labetalol Hydrochloride,241,False,https://greenbook.nafdac.gov.ng/ingredient/products/241
Lacidipine,lacidipine,Lacidipine,283,False,https://greenbook.nafdac.gov.ng/ingredient/products/283
lactate,lactate,"Sodium lactate, compound solution",376,True,https://greenbook.nafdac.gov.ng/ingredient/products/376
Lactic acid,lactic acid,Salicylic acid; Lactic acid; Polidocanol,897,True,https://greenbook.nafdac.gov.ng/ingredient/products/897
Lactic acid bacillus,lactic acid bacillus,Lactic acid bacillus,1225,False,https://greenbook.nafdac.gov.ng/ingredient/products/1225
Lactobacillus,lactobacillus,Metronidazole; Clotrimazole; Lactobacillus,1299,True,https://greenbook.nafdac.gov.ng/ingredient/products/1299
Lactose,lactose,Sitagliptin Phosphate Monohydrate; Lactose Monohydrate; HPMC E-5; Color Lake of Yellow Oxide of Iron,2245,True,https://greenbook.nafdac.gov.ng/ingredient/products/2245
Lactulose,lactulose,Lactulose,202,False,https://greenbook.nafdac.gov.ng/ingredient/products/202
Lamivudine,lamivudine,Abacavir Sulfate; Lamivudine,1850,True,https://greenbook.nafdac.gov.ng/ingredient/products/1850
Lamotrigine,lamotrigine,Lamotrigine,1256,False,https://greenbook.nafdac.gov.ng/ingredient/products/1256
Lancets,lancets,Lancets,2147,False,https://greenbook.nafdac.gov.ng/ingredient/products/2147
Lansoprazole,lansoprazole,Lansoprazole,173,False,https://greenbook.nafdac.gov.ng/ingredient/products/173
Latanoprost,latanoprost,Latanoprost,792,False,https://greenbook.nafdac.gov.ng/ingredient/products/792
Latic acid,latic acid,Urea; Latic acid; Glycine; Ammonium chloride; Sodium Chloride; Potassium chloride; Calcium lactate; Magnesium chloride; Sodium dihydrogen phosphate dihydrate; Stearic acid; Cetyl Alcohol; Glycerin; Disodium Edetate,1681,True,https://greenbook.nafdac.gov.ng/ingredient/products/1681
Lauryl Sulfoacetate,lauryl sulfoacetate,Crystalline Sorbitol; Sodium Citrate; Sodium Lauryl Sulfoacetate,1918,True,https://greenbook.nafdac.gov.ng/ingredient/products/1918
Lauryl Sulphate,lauryl sulphate,Hydroxide Peroxide; Sodium Lauryl Sulphate; Phosphoric Acid; Sodium EDTA,1752,True,https://greenbook.nafdac.gov.ng/ingredient/products/1752
Ledipasvir,ledipasvir,Sofosbuvir; Ledipasvir,1354,True,https://greenbook.nafdac.gov.ng/ingredient/products/1354
Leflunomide,leflunomide,Leflunomide,1518,False,https://greenbook.nafdac.gov.ng/ingredient/products/1518
Lemon Oil,lemon oil,Ipecacuanha Liquid Extract; Purified Honey; Glycerol; Citric Acid; Lemon Oil; Lime Oil,2053,True,https://greenbook.nafdac.gov.ng/ingredient/products/2053
Leptospira vaccines,leptospira vaccines,Leptospira vaccines,1756,False,https://greenbook.nafdac.gov.ng/ingredient/products/1756
Letrozole,letrozole,Letrozole,747,False,https://greenbook.nafdac.gov.ng/ingredient/products/747
Leuprorelin,leuprorelin,Leuprorelin,744,False,https://greenbook.nafdac.gov.ng/ingredient/products/744
Levamisole,levamisole,Levamisole (Levamisole Hydrochloride),574,False,https://greenbook.nafdac.gov.ng/ingredient/products/574
Levamlodipine,levamlodipine,Levamlodipine (Levamlodipine Besilate),1569,False,https://greenbook.nafdac.gov.ng/ingredient/products/1569
Levetiracetam,levetiracetam,Levetiracetam,37,False,https://greenbook.nafdac.gov.ng/ingredient/products/37
Levocetirizine,levocetirizine,Montelukast; Levocetirizine Hydrochloride,2186,True,https://greenbook.nafdac.gov.ng/ingredient/products/2186
Levocetirizine Dihydrochloride,levocetirizine dihydrochloride,Levocetirizine Dihydrochloride,417,False,https://greenbook.nafdac.gov.ng/ingredient/products/417
Levodopa,levodopa,Levodopa; Carbidopa,29,True,https://greenbook.nafdac.gov.ng/ingredient/products/29
Levofloxacin,levofloxacin,Levofloxacin,2184,False,https://greenbook.nafdac.gov.ng/ingredient/products/2184
Levomenthol,levomenthol,Cajuput oil; Clove oil; Eucalytpus oil; Juniperberry oil; Levomenthol,1821,True,https://greenbook.nafdac.gov.ng/ingredient/products/1821
Levonorgestrel,levonorgestrel,Ethinylestradiol; Levonorgestrel,679,True,https://greenbook.nafdac.gov.ng/ingredient/products/679
Levothyroxine,levothyroxine,Levothyroxine Sodium,639,False,https://greenbook.nafdac.gov.ng/ingredient/products/639
Lidocain,lidocain,Lidocain Hydrochloride; Adrenaline; Methyl Paraben; Water for injection,1845,True,https://greenbook.nafdac.gov.ng/ingredient/products/1845
Lidocaine,lidocaine,Calcium dobesilate; Hydrocortisone; Lidocaine; Zinc Oxide,1343,True,https://greenbook.nafdac.gov.ng/ingredient/products/1343
Light Kaolin,light kaolin,Light Kaolin,197,False,https://greenbook.nafdac.gov.ng/ingredient/products/197
Light magnesium carbonate,light magnesium carbonate,Magnesium trisilicate; Light magnesium carbonate; Sodium bicarbonate; Aluminium magnesium silicate,1253,True,https://greenbook.nafdac.gov.ng/ingredient/products/1253
LIGHT MAGNESIUM CARBONATE 100KG,light magnesium carbonate 100kg,"MAGNESIUM TRISILICATE 100KG, LIGHT MAGNESIUM CARBONATE 100KG, SODIUM BICARBONATE 100KG",2306,True,https://greenbook.nafdac.gov.ng/ingredient/products/2306
Lignocaine,lignocaine,Beclomethasone Dipropionate; Phenylephrine Hydrochloride; Lignocaine Hydrochloride,2192,True,https://greenbook.nafdac.gov.ng/ingredient/products/2192
Lignocaine Hrdrochloride,lignocaine hrdrochloride,Paracetamol; Lignocaine Hrdrochloride,1964,True,https://greenbook.nafdac.gov.ng/ingredient/products/1964
Lime Oil,lime oil,Ipecacuanha Liquid Extract; Purified Honey; Glycerol; Citric Acid; Lemon Oil; Lime Oil,2053,True,https://greenbook.nafdac.gov.ng/ingredient/products/2053
Linagliptin,linagliptin,Empagliflozin; Linagliptin,1826,True,https://greenbook.nafdac.gov.ng/ingredient/products/1826
Lincomycin,lincomycin,Lincomycin (Lincomycin Hydrochloride),495,False,https://greenbook.nafdac.gov.ng/ingredient/products/495
Linezolid,linezolid,Linezolid,1700,False,https://greenbook.nafdac.gov.ng/ingredient/products/1700
Linseed Oil,linseed oil,Aceclofenac; Methyl Salicylate; Capsaicin; Linseed Oil,1864,True,https://greenbook.nafdac.gov.ng/ingredient/products/1864
Liothyronine,liothyronine,Liothyronine,1485,False,https://greenbook.nafdac.gov.ng/ingredient/products/1485
Lippes Loop,lippes loop,Lippes Loop,1005,False,https://greenbook.nafdac.gov.ng/ingredient/products/1005
Liquid paraffin,liquid paraffin,Liquid paraffin,203,False,https://greenbook.nafdac.gov.ng/ingredient/products/203
Liquid Tolu,liquid tolu,Pulvis Glycyrrhiza; Menthol; Eucalyptus Oil; Kreostum; Oleum Menthe Piperitae; Oleum Anisi; Liquid Tolu; Capsicum Tincture,2045,True,https://greenbook.nafdac.gov.ng/ingredient/products/2045
Liquorice,liquorice,Aluminium hydroxide; Magnesium hydroxide; Liquorice; Simeticone,157,True,https://greenbook.nafdac.gov.ng/ingredient/products/157
Liquorice Extract,liquorice extract,Ammonium chloride; Ipecacacuanha Extract; Liquorice Extract; Peppermint Oil; Aniseed Oil,1629,True,https://greenbook.nafdac.gov.ng/ingredient/products/1629
Liraglutide,liraglutide,Liraglutide,2065,False,https://greenbook.nafdac.gov.ng/ingredient/products/2065
Lisinopril,lisinopril,Amlodipine (Amlodipine Besilate); Lisinopril,276,True,https://greenbook.nafdac.gov.ng/ingredient/products/276
Lithium,lithium,Lithium,26,False,https://greenbook.nafdac.gov.ng/ingredient/products/26
Live,live,"Avian herpes virus (Marek's disease) vaccine, Live",1936,True,https://greenbook.nafdac.gov.ng/ingredient/products/1936
Live attenuated,live attenuated,"Varicella-zoster vaccine, Live attenuated",940,True,https://greenbook.nafdac.gov.ng/ingredient/products/940
live canine adenovirus,live canine adenovirus,"Combined live canine distemper virus, live canine adenovirus, live canine parainfluenza virus, live canine parvovirus and inactivated leptospira vaccine",2241,True,https://greenbook.nafdac.gov.ng/ingredient/products/2241
Live canine distemper virus,live canine distemper virus,"Live canine distemper virus; Live canine adenovirus (hepatitis virus); Live canine parainfluenza virus; Live canine parvovirus; Inactivated leptospira, Vaccine",2238,True,https://greenbook.nafdac.gov.ng/ingredient/products/2238
live canine parainfluenza virus,live canine parainfluenza virus,"Combined live canine distemper virus, live canine adenovirus, live canine parainfluenza virus, live canine parvovirus and inactivated leptospira vaccine",2241,True,https://greenbook.nafdac.gov.ng/ingredient/products/2241
Live canine parvovirus,live canine parvovirus,"Live canine distemper virus; Live canine adenovirus (hepatitis virus); Live canine parainfluenza virus; Live canine parvovirus; Inactivated leptospira, Vaccine",2238,True,https://greenbook.nafdac.gov.ng/ingredient/products/2238
live canine parvovirus and inactivated leptospira vaccine,live canine parvovirus and inactivated leptospira vaccine,"Combined live canine distemper virus, live canine adenovirus, live canine parainfluenza virus, live canine parvovirus and inactivated leptospira vaccine",2241,True,https://greenbook.nafdac.gov.ng/ingredient/products/2241
Live vaccine,live vaccine,"Canine distemper virus; Canine adenovirus (infectious hepatitis virus); Canine parvovirus; Canine parainfluenza virus, Live vaccine",2237,True,https://greenbook.nafdac.gov.ng/ingredient/products/2237
live.,live.,"Clostridium Butyricum; Bifidobacterium powder, live.",2200,True,https://greenbook.nafdac.gov.ng/ingredient/products/2200
Liver extract,liver extract,Liver extract; Vit B1; Vit B2; Nicotinamide; Vit B6; Dexpanthenol; Vit B12; Iron (III) ammonium citrate; Quinine HCl; Copper II chloride,1800,True,https://greenbook.nafdac.gov.ng/ingredient/products/1800
Living,living,"Newcasltle Disease Vaccine, R2B Strain, Living",1793,True,https://greenbook.nafdac.gov.ng/ingredient/products/1793
Lomefloxacin,lomefloxacin,Lomefloxacin hydrochloride,1233,False,https://greenbook.nafdac.gov.ng/ingredient/products/1233
Loperamide,loperamide,Loperamide,2269,False,https://greenbook.nafdac.gov.ng/ingredient/products/2269
Lopinavir,lopinavir,Lopinavir; Ritonavir,597,True,https://greenbook.nafdac.gov.ng/ingredient/products/597
Loratadine,loratadine,Loratadine,419,False,https://greenbook.nafdac.gov.ng/ingredient/products/419
Lorazepam,lorazepam,Lorazepam,6,False,https://greenbook.nafdac.gov.ng/ingredient/products/6
Lornoxicam,lornoxicam,Lornoxicam,990,False,https://greenbook.nafdac.gov.ng/ingredient/products/990
Losartan,losartan,Amlodipine (Amlodipine Besilate); Losartan Potassium,277,True,https://greenbook.nafdac.gov.ng/ingredient/products/277
Lotion,lotion,Lotion,2163,False,https://greenbook.nafdac.gov.ng/ingredient/products/2163
Lovastatin,lovastatin,Lovastatin,1262,False,https://greenbook.nafdac.gov.ng/ingredient/products/1262
Lubricants,lubricants,Lubricants,1007,False,https://greenbook.nafdac.gov.ng/ingredient/products/1007
Lumefantrine,lumefantrine,Artemether; Lumefantrine,528,True,https://greenbook.nafdac.gov.ng/ingredient/products/528
Lutein,lutein,EPA; DHA; Lutein; Zeaxanthin; Vitamin A; Vitamin C; Vitamin E; Vitamin B2; Zinc; Copper; Selenium,1446,True,https://greenbook.nafdac.gov.ng/ingredient/products/1446
Lycopene,lycopene,Lycopene; Copper; Folic acid; Vitamin C; Iodine as Potassium iodide; Manganese chloride; Mecobalamin; Nicotinamide; Vitamin E; Vitamin A; Vitamin B1; Vitamin B6; Zinc sulphate,2068,True,https://greenbook.nafdac.gov.ng/ingredient/products/2068
Lynestrenol,lynestrenol,Lynestrenol,1174,False,https://greenbook.nafdac.gov.ng/ingredient/products/1174
Lynparza,lynparza,Lynparza,2313,False,https://greenbook.nafdac.gov.ng/ingredient/products/2313
Lysine,lysine,"Cyproheptadine, Lysine Hydrochloride, Proteolyzed Liver Extract",2331,True,https://greenbook.nafdac.gov.ng/ingredient/products/2331
Magaldrate,magaldrate,Magaldrate (Hydroxymagnesium Aluminate Complex); Simeticone,155,True,https://greenbook.nafdac.gov.ng/ingredient/products/155
magnesium,magnesium,"Calcium, vitamin D3, L-lysine, magnesium, Zinc",2354,True,https://greenbook.nafdac.gov.ng/ingredient/products/2354
Magnesium carbonate,magnesium carbonate,Aluminium hydroxide; Magnesium carbonate; Oxethazaine,1089,True,https://greenbook.nafdac.gov.ng/ingredient/products/1089
Magnesium chloride,magnesium chloride,Urea; Latic acid; Glycine; Ammonium chloride; Sodium Chloride; Potassium chloride; Calcium lactate; Magnesium chloride; Sodium dihydrogen phosphate dihydrate; Stearic acid; Cetyl Alcohol; Glycerin; Disodium Edetate,1681,True,https://greenbook.nafdac.gov.ng/ingredient/products/1681
Magnesium Hydroxide,magnesium hydroxide,Alginic Acid; Magnesium Hydroxide; Dried Aluminium Hydroxide; Sodium Bicarbonate,2268,True,https://greenbook.nafdac.gov.ng/ingredient/products/2268
Magnesium Oxide,magnesium oxide,Ferrous Fumarate; Folic Acid; Vitamin B12; Vitamin A; Vitamin C; Vitamin E; VitaminB1; Vitamin B2; Vitamin B6; Nicotinamide; Magnesium Oxide; Zinc Sulphate,1661,True,https://greenbook.nafdac.gov.ng/ingredient/products/1661
Magnesium Sulphate,magnesium sulphate,Vitamin A; Potassium Chloride; Vitamin D3; Sodium Sulphate; Vitamin E; Sodium Chloride; Vitamin K3; Manganese Sulphate; Vitamin B2; Copper Sulphate; Vitamin B3; Zinc Sulphate; Vitamin B6; Magnesium Sulphate; Vitamin B12; Lysine HCl; Vitamin C; DL-methionine; Calcium Pantothenate,2038,True,https://greenbook.nafdac.gov.ng/ingredient/products/2038
Magnesium supplement,magnesium supplement,Magnesium supplement,1440,False,https://greenbook.nafdac.gov.ng/ingredient/products/1440
Magnesium trisilicate,magnesium trisilicate,Aluminium hydroxide; Magnesium hydroxide; Magnesium trisilicate; Alginic acid; Simeticone,159,True,https://greenbook.nafdac.gov.ng/ingredient/products/159
MAGNESIUM TRISILICATE 100KG,magnesium trisilicate 100kg,"MAGNESIUM TRISILICATE 100KG, LIGHT MAGNESIUM CARBONATE 100KG, SODIUM BICARBONATE 100KG",2306,True,https://greenbook.nafdac.gov.ng/ingredient/products/2306
Maize Starch,maize starch,Dextrose; Potassium Chloride; Sodium Chloride; Citric Acid; Sodium Bicarbonate; Maize Starch (ORS Hydration Tablets),1400,True,https://greenbook.nafdac.gov.ng/ingredient/products/1400
Malaria Test,malaria test,Malaria Test,1989,False,https://greenbook.nafdac.gov.ng/ingredient/products/1989
MALT,malt,"HAEMOGLOBIN, ORGANIC SELENIUM, VITAMIN B12, MELATONIN, MALT, ZINC GLUCONATE",2333,True,https://greenbook.nafdac.gov.ng/ingredient/products/2333
Malt extract,malt extract,Ferric ammonium citrate; Folic acid; Vitamin B12; Malt extract,1291,True,https://greenbook.nafdac.gov.ng/ingredient/products/1291
Manganese,manganese,Calcium; Magnesium; Vit C; Zinc; Manganese; Vit D3,1443,True,https://greenbook.nafdac.gov.ng/ingredient/products/1443
Manganese chloride,manganese chloride,Lycopene; Copper; Folic acid; Vitamin C; Iodine as Potassium iodide; Manganese chloride; Mecobalamin; Nicotinamide; Vitamin E; Vitamin A; Vitamin B1; Vitamin B6; Zinc sulphate,2068,True,https://greenbook.nafdac.gov.ng/ingredient/products/2068
Manganese Gluconate,manganese gluconate,"Ferric ammonium citrate; Folic acid; Vit B1; Vit B2, Vit B6; Vit B12; Nicotinamide; Zinc Gluconate; Manganese Gluconate",1636,True,https://greenbook.nafdac.gov.ng/ingredient/products/1636
Manganese Sulphate,manganese sulphate,Ferrous Fumarate; Copper sulphate; Zinc sulphate Monohydrate; Manganese Sulphate; Calcium Carbonate; Magnesium Hydroxide; Thiamine Nitrate; Cyanocobalamin; Folic acid,1684,True,https://greenbook.nafdac.gov.ng/ingredient/products/1684
Mannitol,mannitol,Mannitol,236,False,https://greenbook.nafdac.gov.ng/ingredient/products/236
Manual Vacuum Aspirator,manual vacuum aspirator,Manual Vacuum Aspirator,2172,False,https://greenbook.nafdac.gov.ng/ingredient/products/2172
Maternity Pads,maternity pads,Maternity Pads,2119,False,https://greenbook.nafdac.gov.ng/ingredient/products/2119
Measles,measles,"Measles, Mumps, and Rubella (MMR) vaccine, Live",928,True,https://greenbook.nafdac.gov.ng/ingredient/products/928
Measles and Rubella vaccine,measles and rubella vaccine,"Measles and Rubella vaccine, Live",2102,True,https://greenbook.nafdac.gov.ng/ingredient/products/2102
Measles vaccine,measles vaccine,"Measles vaccine, Live",927,True,https://greenbook.nafdac.gov.ng/ingredient/products/927
Mebendazole,mebendazole,Mebendazole,571,False,https://greenbook.nafdac.gov.ng/ingredient/products/571
Mebeverine,mebeverine,Mebeverine,187,False,https://greenbook.nafdac.gov.ng/ingredient/products/187
Meclizine,meclizine,Meclizine; Pyridoxine,214,True,https://greenbook.nafdac.gov.ng/ingredient/products/214
Meclozine,meclozine,Meclozine Hydrochloride; Pyridoxine Hydrochloride,1842,True,https://greenbook.nafdac.gov.ng/ingredient/products/1842
Mecobalamin,mecobalamin,Lycopene; Copper; Folic acid; Vitamin C; Iodine as Potassium iodide; Manganese chloride; Mecobalamin; Nicotinamide; Vitamin E; Vitamin A; Vitamin B1; Vitamin B6; Zinc sulphate,2068,True,https://greenbook.nafdac.gov.ng/ingredient/products/2068
Medical device,medical device,Medical device,1959,False,https://greenbook.nafdac.gov.ng/ingredient/products/1959
Medroxyprogesterone,medroxyprogesterone,Medroxyprogesterone,651,False,https://greenbook.nafdac.gov.ng/ingredient/products/651
Mefenamic Acid,mefenamic acid,Mefenamic Acid,86,False,https://greenbook.nafdac.gov.ng/ingredient/products/86
Mefloquine,mefloquine,Artesunate; Mefloquine,531,True,https://greenbook.nafdac.gov.ng/ingredient/products/531
Meglumine antimoniate,meglumine antimoniate,Meglumine antimoniate,561,False,https://greenbook.nafdac.gov.ng/ingredient/products/561
Meglumine iotroxate,meglumine iotroxate,Meglumine iotroxate,981,False,https://greenbook.nafdac.gov.ng/ingredient/products/981
Melarsoprol,melarsoprol,Melarsoprol,565,False,https://greenbook.nafdac.gov.ng/ingredient/products/565
MELATONIN,melatonin,"GLUCOSAMINE HYDROCHLORIDE, CHONDROITIN SULFATE, MELATONIN",2362,True,https://greenbook.nafdac.gov.ng/ingredient/products/2362
Meloxicam,meloxicam,Meloxicam,87,False,https://greenbook.nafdac.gov.ng/ingredient/products/87
Melphalan,melphalan,Melphalan,1476,False,https://greenbook.nafdac.gov.ng/ingredient/products/1476
Meningococcal A Polysaccharide,meningococcal a polysaccharide,Meningococcal A Polysaccharide,1771,False,https://greenbook.nafdac.gov.ng/ingredient/products/1771
Meningococcal AC polysaccharide  vaccine,meningococcal ac polysaccharide  vaccine,"Meningococcal AC polysaccharide (MACP) vaccine, bivalent",1218,True,https://greenbook.nafdac.gov.ng/ingredient/products/1218
Meningococcal ACWY conjugate vaccine,meningococcal acwy conjugate vaccine,Meningococcal ACWY conjugate vaccine (MenACWY),1001,False,https://greenbook.nafdac.gov.ng/ingredient/products/1001
Meningococcal ACWY polysaccharide vaccine,meningococcal acwy polysaccharide vaccine,Meningococcal ACWY polysaccharide vaccine (MPSV4),936,False,https://greenbook.nafdac.gov.ng/ingredient/products/936
Meningococcal ACWYX conjugate vaccine,meningococcal acwyx conjugate vaccine,Meningococcal ACWYX conjugate vaccine (MenACWYX),2207,False,https://greenbook.nafdac.gov.ng/ingredient/products/2207
Meningococcal group A Polysaccharide,meningococcal group a polysaccharide,Meningococcal group A Polysaccharide (conjugated to TT); Meningococcal group C Polysaccharide (conjugated to CRM197); Meningococcal group Y Polysaccharide (conjugated to CRM197); Meningococcal group W Polysaccharide (conjugated to CRM197); Meningococcal group X Polysaccharide (conjugated to TT) ),2000,True,https://greenbook.nafdac.gov.ng/ingredient/products/2000
Meningococcal group C conjugate vaccine,meningococcal group c conjugate vaccine,Meningococcal group C conjugate vaccine,935,False,https://greenbook.nafdac.gov.ng/ingredient/products/935
Meningococcal group C Polysaccharide,meningococcal group c polysaccharide,Meningococcal group A Polysaccharide (conjugated to TT); Meningococcal group C Polysaccharide (conjugated to CRM197); Meningococcal group Y Polysaccharide (conjugated to CRM197); Meningococcal group W Polysaccharide (conjugated to CRM197); Meningococcal group X Polysaccharide (conjugated to TT) ),2000,True,https://greenbook.nafdac.gov.ng/ingredient/products/2000
Meningococcal group W Polysaccharide,meningococcal group w polysaccharide,Meningococcal group A Polysaccharide (conjugated to TT); Meningococcal group C Polysaccharide (conjugated to CRM197); Meningococcal group Y Polysaccharide (conjugated to CRM197); Meningococcal group W Polysaccharide (conjugated to CRM197); Meningococcal group X Polysaccharide (conjugated to TT) ),2000,True,https://greenbook.nafdac.gov.ng/ingredient/products/2000
Meningococcal group X Polysaccharide  ),meningococcal group x polysaccharide  ),Meningococcal group A Polysaccharide (conjugated to TT); Meningococcal group C Polysaccharide (conjugated to CRM197); Meningococcal group Y Polysaccharide (conjugated to CRM197); Meningococcal group W Polysaccharide (conjugated to CRM197); Meningococcal group X Polysaccharide (conjugated to TT) ),2000,True,https://greenbook.nafdac.gov.ng/ingredient/products/2000
Meningococcal group Y Polysaccharide,meningococcal group y polysaccharide,Meningococcal group A Polysaccharide (conjugated to TT); Meningococcal group C Polysaccharide (conjugated to CRM197); Meningococcal group Y Polysaccharide (conjugated to CRM197); Meningococcal group W Polysaccharide (conjugated to CRM197); Meningococcal group X Polysaccharide (conjugated to TT) ),2000,True,https://greenbook.nafdac.gov.ng/ingredient/products/2000
Menotropin,menotropin,Menotropin,2088,False,https://greenbook.nafdac.gov.ng/ingredient/products/2088
Mentha,mentha,Glycrrhiza; Terminalia; Zingiber; Curcuma; Mentha,1084,True,https://greenbook.nafdac.gov.ng/ingredient/products/1084
Menthol,menthol,Aceclofenac; Methyl salicylate; Menthol; Linseed Oil,1166,True,https://greenbook.nafdac.gov.ng/ingredient/products/1166
Menthol USP,menthol usp,Chlorpheniramine Maleate BP; Ammonium Chloride BP; Ipecacuanha Tincture; Sodium Citrate BP; Menthol USP,2071,True,https://greenbook.nafdac.gov.ng/ingredient/products/2071
Mepacrine,mepacrine,Mepacrine Hydrochloride,1169,False,https://greenbook.nafdac.gov.ng/ingredient/products/1169
Mepyramine,mepyramine,Mepyramine,879,False,https://greenbook.nafdac.gov.ng/ingredient/products/879
Mercaptopurine,mercaptopurine,Mercaptopurine,719,False,https://greenbook.nafdac.gov.ng/ingredient/products/719
MEROPENEM,meropenem,MEROPENEM,2346,False,https://greenbook.nafdac.gov.ng/ingredient/products/2346
Mesalazine,mesalazine,Mesalazine,1382,False,https://greenbook.nafdac.gov.ng/ingredient/products/1382
Mesh,mesh,Mesh,2177,False,https://greenbook.nafdac.gov.ng/ingredient/products/2177
Mesna,mesna,Mesna,1477,False,https://greenbook.nafdac.gov.ng/ingredient/products/1477
Mesterolone,mesterolone,Mesterolone,655,False,https://greenbook.nafdac.gov.ng/ingredient/products/655
Mesulfen,mesulfen,Sulfur; Mesulfen,844,True,https://greenbook.nafdac.gov.ng/ingredient/products/844
Metaclopramide,metaclopramide,Metaclopramide Hydrochloride,1920,False,https://greenbook.nafdac.gov.ng/ingredient/products/1920
Metformin,metformin,Dapagliflozin; Metformin Hydrochloride,1815,True,https://greenbook.nafdac.gov.ng/ingredient/products/1815
Methadone,methadone,Methadone,63,False,https://greenbook.nafdac.gov.ng/ingredient/products/63
Methanol,methanol,Ethanol; Methanol,2048,True,https://greenbook.nafdac.gov.ng/ingredient/products/2048
Methionine,methionine,Methionine,961,False,https://greenbook.nafdac.gov.ng/ingredient/products/961
methldopa,methldopa,methldopa,1860,False,https://greenbook.nafdac.gov.ng/ingredient/products/1860
Methocarbamol,methocarbamol,Diclofenac Potassium; Paracetamol; Methocarbamol,1560,True,https://greenbook.nafdac.gov.ng/ingredient/products/1560
